"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Saccharopolyspora","15969","17714","31405","1481","22196","19348","6901","43101"
"Lentzea","13903","22470","24518","1814","12219","21373","4276","30229"
"Saccharomonospora","12307","14606","25487","1076","14070","13378","3353","27917"
"Kutzneria","10250","10744","16659","822","14046","12485","2932","22490"
"Allokutzneria","6764","5036","8999","518","8160","8292","1264","13862"
"Actinosynnema","6492","7174","10998","519","8887","8374","1707","13574"
"Actinoalloteichus","5543","6281","8832","492","7294","6695","1586","11922"
"Kibdelosporangium","4841","4585","16447","404","6293","8327","1311","14022"
"Alloactinosynnema","3712","4108","8422","354","5303","5151","1056","7873"
"Prauserella","1957","2167","3202","173","2680","2522","530","4140"
"Allosaccharopolyspora","1819","1899","2887","127","2442","2148","625","4174"
"Blastococcus","68853","61554","49838","1770","20061","21191","30051","158707"
"Geodermatophilus","52177","30845","29699","1113","11510","12449","23732","202976"
"Modestobacter","50020","30731","28676","1215","16061","14584","14541","84717"
"Actinomyces","13645","14733","19116","1247","19907","18207","3802","30717"
"Schaalia","1989","2288","2726","197","2862","2808","571","4450"
"Flaviflexus","1200","1429","1790","135","1875","1686","367","2845"
"Trueperella","1116","1302","1564","125","1715","1594","302","2555"
"Pauljensenia","585","609","897","67","972","835","158","1301"
"Nanchangia","480","585","642","44","717","698","154","1021"
"Actinobaculum","204","226","267","12","283","275","60","448"
"Arcanobacterium","191","191","222","15","304","210","61","385"
"Actinotignum","157","204","234","14","271","259","51","383"
"Changpingibacter","119","166","203","22","218","223","42","353"
"Mobiluncus","118","141","195","0","235","202","32","219"
"Varibaculum","64","61","86","0","79","88","16","120"
"Boudabousia","53","55","51","0","63","55","10","95"
"Fannyhessea","12","38","60","0","65","74","0","64"
"Frankia","18143","18632","25408","1570","25052","21748","5132","40411"
"Jiangella","15089","16759","27739","1499","15826","16382","3799","27280"
"Bifidobacterium","8536","9658","13266","1583","13458","15428","2698","18815"
"Parascardovia","139","189","152","18","210","170","48","303"
"Gardnerella","52","68","57","0","124","71","18","111"
"Scardovia","22","37","34","0","50","38","0","64"
"Nakamurella","7180","11893","9484","535","9094","7664","2725","19288"
"Catenulispora","4447","4565","5833","350","6372","5415","1062","9026"
"Jatrophihabitans","3473","3422","4305","254","4312","3522","989","7283"
"Stackebrandtia","2602","2737","4600","227","3380","3266","652","5875"
"Natronoglycomyces","435","434","548","26","516","532","104","902"
"Kineococcus","3138","3122","3977","240","3896","3414","868","6549"
"Epidermidibacterium","2272","2437","2934","214","2947","2704","689","4904"
"Actinopolyspora","1322","1459","2019","116","1666","1608","377","2962"
"Acidothermus","834","914","1400","79","1315","1174","266","2273"
"Candidatus_Planktophila","264","235","289","22","350","281","69","476"
"Candidatus_Nanopelagicus","57","52","46","0","82","58","17","103"
"Conexibacter","75392","59014","126473","5220","78644","59945","23304","142434"
"Miltoncostaea","13987","17281","25008","1413","21628","18414","5346","39313"
"Aquihabitans","25206","23150","23347","1677","22262","22040","6334","42756"
"Iamia","14607","13806","13560","894","10301","12133","3808","24071"
"Actinomarinicola","12712","11630","12842","888","11155","11933","3421","22516"
"Ilumatobacter","5366","6029","4586","357","4605","4917","1300","9952"
"Acidimicrobium","1075","1119","1556","117","1644","1560","328","2459"
"Baekduia","22907","16759","38943","1623","26289","19245","6680","42703"
"Rubrobacter","20187","17032","55682","2574","26361","30505","15274","89655"
"Eggerthella","1969","2430","3027","238","3713","3376","565","4686"
"Gordonibacter","1139","1348","1793","145","2149","1831","301","2603"
"Adlercreutzia","772","955","1159","100","1412","1247","222","1976"
"Arabiibacter","721","953","1071","76","1326","1208","199","1729"
"Raoultibacter","454","488","535","42","706","669","103","852"
"Berryella","517","813","1061","103","1178","1079","187","1484"
"Slackia","229","349","359","22","440","416","50","524"
"Denitrobacterium","283","308","325","20","430","375","70","551"
"Cryptobacterium","31","36","56","0","61","58","0","67"
"Phoenicibacter","35","72","90","0","103","84","0","109"
"Olsenella","1200","1681","1928","158","2215","2079","372","3184"
"Parolsenella","856","1064","1331","104","1543","1440","287","2098"
"Parafannyhessea","594","821","892","85","1081","1028","190","1494"
"Thermophilibacter","497","637","778","67","938","805","107","1181"
"Atopobium","98","173","176","20","190","181","35","239"
"Lancefieldella","31","43","31","0","40","39","0","62"
"Collinsella","1280","1494","1761","150","2067","2009","332","2924"
"Coriobacterium","230","315","363","28","437","389","63","610"
"Euzebya","2596","2757","3839","244","3646","3562","803","6645"
"Egicoccus","2564","3151","4243","263","4301","4165","836","7145"
"Egibacter","2327","2822","3917","274","3776","3648","783","6259"
"Bacillus","18345","97682","88891","6083","66254","100663","19305","65357"
"Priestia","8123","26577","71158","2819","40010","24798","41945","121620"
"Peribacillus","5929","16366","4397","220","1849","2032","715","5513"
"Cytobacillus","1962","3783","14113","863","5564","8472","2022","5563"
"Geobacillus","1721","2150","2546","219","3231","2773","535","4061"
"Oceanobacillus","1256","2906","386","27","146","228","118","1081"
"Alkalihalobacillus","1123","707","1298","69","734","578","404","1324"
"Hydrogenibacillus","871","1087","1636","118","1854","1624","275","2480"
"Anoxybacillus","847","1186","1545","127","1474","1591","258","2210"
"Neobacillus","932","929","2493","159","1156","1205","494","2092"
"Lysinibacillus","816","1908","1740","144","859","1013","746","2178"
"Metabacillus","586","1923","6122","435","1497","3420","6939","24580"
"Mesobacillus","388","708","2951","200","837","1391","396","1615"
"Parageobacillus","354","509","787","56","710","770","134","938"
"Virgibacillus","288","612","641","55","347","412","239","1274"
"Niallia","267","528","1216","62","775","925","182","787"
"Weizmannia","293","416","402","34","418","416","74","665"
"Rossellomorea","277","546","556","78","567","606","222","1160"
"Salicibibacter","214","223","304","28","320","299","66","530"
"Sutcliffiella","251","850","537","31","256","260","120","620"
"Heyndrickxia","246","328","485","34","185","275","122","482"
"Psychrobacillus","273","557","252","18","136","164","209","1254"
"Halobacillus","177","264","444","38","398","347","132","733"
"Caldibacillus","195","201","194","0","117","140","49","265"
"Salisediminibacterium","154","206","272","15","280","279","44","399"
"Terribacillus","133","774","1117","145","776","1617","1357","2804"
"Alkalihalophilus","118","745","116","0","64","68","34","161"
"Lentibacillus","102","154","120","0","126","123","42","235"
"Gracilibacillus","99","163","224","12","118","149","87","423"
"Caldalkalibacillus","79","113","126","0","128","107","36","190"
"Fictibacillus","73","129","455","66","231","250","109","340"
"Anaerobacillus","73","111","148","0","80","87","36","201"
"Lederbergia","67","138","173","0","88","109","57","203"
"Halalkalibacterium","89","117","146","0","93","99","38","211"
"Pontibacillus","58","112","135","0","91","103","33","172"
"Gottfriedia","64","158","374","22","236","178","73","222"
"Aeribacillus","74","148","156","0","112","119","21","245"
"Salimicrobium","55","67","77","0","72","101","18","143"
"Mangrovibacillus","53","46","138","21","77","99","28","120"
"Pradoshia","45","101","180","0","80","79","38","161"
"Sediminibacillus","33","69","83","0","80","72","12","137"
"Radiobacillus","32","111","144","18","47","84","40","205"
"Paraliobacillus","30","47","54","0","27","50","28","105"
"Amphibacillus","26","72","51","0","27","25","11","110"
"Evansella","24","60","103","0","53","51","22","116"
"Paenibacillus","20703","29022","35024","2596","34927","32715","7943","49068"
"Brevibacillus","2330","2902","3887","301","4230","4024","662","5304"
"Cohnella","1641","2119","2172","185","2691","2522","462","3512"
"Thermobacillus","1098","1310","1622","138","1938","1762","411","2548"
"Saccharibacillus","779","854","926","81","1199","1089","196","1525"
"Aneurinibacillus","174","233","437","38","362","386","58","423"
"Planococcus","2058","2456","1368","124","1630","1695","366","2599"
"Solibacillus","1412","2180","242","15","176","232","166","788"
"Sporosarcina","389","738","881","148","604","2879","166","957"
"Ureibacillus","246","339","187","0","175","118","40","331"
"Paenisporosarcina","62","122","130","17","76","112","41","219"
"Kurthia","51","71","92","0","53","46","24","99"
"Rummeliibacillus","53","79","66","0","49","45","14","59"
"Jeotgalibacillus","44","66","84","0","76","73","15","124"
"Viridibacillus","27","73","82","0","52","54","23","83"
"Tumebacillus","1926","1891","1955","168","2753","2125","447","3330"
"Alicyclobacillus","1356","1785","2192","179","2753","2541","408","3384"
"Kyrpidia","357","458","655","52","810","704","129","958"
"Effusibacillus","102","139","157","16","172","149","35","214"
"Novibacillus","623","2865","210","17","294","272","417","2414"
"Kroppenstedtia","258","552","422","35","420","430","127","971"
"Staphylospora","258","360","414","27","510","506","87","674"
"Thermoactinomyces","203","548","135","0","160","150","84","883"
"Polycladomyces","138","195","258","32","307","252","50","426"
"Laceyella","149","146","204","29","242","252","31","295"
"Staphylococcus","4986","2127","2335","149","5089","5301","1909","6873"
"Macrococcus","95","161","156","16","150","132","36","221"
"Jeotgalicoccus","76","129","80","0","68","99","19","174"
"Salinicoccus","45","73","58","0","52","74","0","101"
"Mammaliicoccus","51","98","129","20","62","67","31","297"
"Nosocomiicoccus","14","28","20","0","14","16","0","37"
"Exiguobacterium","729","1623","1117","99","1352","1262","202","1618"
"Gemella","48","66","53","0","59","50","18","97"
"Listeria","1168","389","1572","25","327","1565","180","4579"
"Brochothrix","29","39","43","0","47","45","0","77"
"Sporolactobacillus","74","108","90","0","130","114","29","180"
"Lactobacillus","522","528","699","31","866","792","171","889"
"Limosilactobacillus","378","605","553","70","770","792","115","948"
"Levilactobacillus","243","351","356","31","452","395","57","545"
"Lacticaseibacillus","234","419","302","33","373","438","57","501"
"Weissella","136","145","131","14","146","172","24","221"
"Lactiplantibacillus","367","177","150","0","188","187","25","287"
"Schleiferilactobacillus","94","126","136","11","169","163","20","209"
"Leuconostoc","95","115","107","0","159","132","22","185"
"Ligilactobacillus","101","184","173","19","208","195","32","215"
"Lentilactobacillus","61","134","107","0","105","99","15","180"
"Oenococcus","50","59","50","0","65","70","10","144"
"Loigolactobacillus","59","80","56","0","119","98","26","136"
"Latilactobacillus","53","80","63","0","76","85","26","105"
"Secundilactobacillus","50","45","81","0","69","103","14","98"
"Pediococcus","44","67","65","0","100","103","17","113"
"Companilactobacillus","38","63","55","0","56","54","19","100"
"Furfurilactobacillus","28","33","26","0","43","23","0","50"
"Acetilactobacillus","23","17","29","0","11","15","0","18"
"Liquorilactobacillus","29","34","24","0","52","32","0","50"
"Periweissella","20","21","14","0","23","14","0","35"
"Fructilactobacillus","19","28","0","0","27","12","0","36"
"Paucilactobacillus","19","25","34","0","25","42","0","41"
"Streptococcus","1597","1787","1551","84","1880","1791","285","3812"
"Lactococcus","191","168","164","22","225","311","40","306"
"Floricoccus","13","0","16","0","21","19","0","13"
"Enterococcus","1033","809","729","47","1010","640","262","1469"
"Vagococcus","120","161","187","0","185","177","50","205"
"Tetragenococcus","36","72","57","0","87","58","14","100"
"Jeotgalibaca","86","294","78","0","112","137","21","209"
"Carnobacterium","62","120","116","0","97","77","32","160"
"Dolosigranulum","41","37","24","0","42","42","12","81"
"Aerococcus","114","151","142","15","244","200","35","304"
"Suicoccus","26","28","31","0","18","28","0","43"
"Abiotrophia","19","21","24","0","38","26","0","28"
"Ignavigranum","11","0","13","0","14","14","0","13"
"Faecalibacterium","1511","1765","2231","185","2788","2695","431","3322"
"Flavonifractor","625","645","894","85","1088","958","148","1341"
"Dysosmobacter","687","938","1189","95","1582","1277","209","1895"
"Ethanoligenens","308","465","395","26","506","462","84","561"
"Vescimonas","502","625","826","83","958","1012","145","1151"
"Ruthenibacterium","296","319","410","36","545","503","63","642"
"Caproiciproducens","218","268","296","27","390","374","57","492"
"Anaerotruncus","255","317","342","41","575","440","77","636"
"Ruminococcus","163","148","153","12","213","209","27","268"
"Caproicibacter","156","173","176","13","256","242","41","333"
"Oscillibacter","186","278","323","19","392","393","43","551"
"Acutalibacter","111","170","190","19","220","229","45","309"
"Pusillibacter","158","213","236","20","341","316","66","371"
"Solibaculum","156","192","238","0","353","313","39","288"
"Acetivibrio","114","1574","94","0","136","97","71","405"
"Caproicibacterium","77","129","138","0","168","153","31","213"
"Pseudoclostridium","31","99","58","0","68","60","23","85"
"Ruminiclostridium","28","79","65","0","57","26","0","88"
"Thermoclostridium","24","133","48","0","51","41","0","123"
"Mageeibacillus","41","68","62","0","92","59","0","82"
"Fastidiosipila","22","28","28","0","30","40","0","35"
"Monoglobus","17","30","29","0","40","38","0","38"
"Thermaerobacter","3061","4112","5978","517","6320","6155","967","8663"
"Intestinimonas","299","356","477","28","522","544","89","680"
"Aminipila","97","129","102","13","174","107","27","177"
"Emergencia","79","96","126","0","141","126","24","215"
"Mogibacterium","16","32","34","0","35","38","0","57"
"Flintibacter","166","216","247","21","298","295","38","418"
"Massilistercora","122","199","273","0","294","318","53","347"
"Carboxydocella","60","75","109","11","115","122","20","158"
"Fenollaria","23","23","27","0","31","23","0","39"
"Clostridium","3084","3128","2886","419","6978","2230","569","3126"
"Paraclostridium","256","198","35","0","36","37","12","60"
"Hungatella","105","120","121","0","188","164","28","204"
"Alkaliphilus","95","121","93","15","117","114","102","275"
"Crassaminicella","52","86","49","0","73","53","0","103"
"Geosporobacter","25","38","40","0","35","38","0","52"
"Sarcina","27","29","0","0","18","0","0","0"
"Candidatus_Arthromitus","20","21","25","0","25","20","0","39"
"Caloramator","20","25","34","0","47","37","0","35"
"Serpentinicella","14","21","26","0","22","21","0","32"
"Romboutsia","3097","2238","63","0","62","46","0","498"
"Paeniclostridium","286","258","37","43","30","37","22","67"
"Clostridioides","1260","3668","58","0","69","746","324","494"
"Terrisporobacter","104","98","51","18","68","39","0","78"
"Acetoanaerobium","44","18","0","0","20","13","0","22"
"Peptacetobacter","39","45","18","0","17","0","0","21"
"Tepidibacter","32","38","17","0","40","21","0","31"
"Peptoclostridium","29","50","48","0","65","52","0","88"
"Lachnoclostridium","393","711","569","49","669","723","90","797"
"Blautia","520","426","757","34","915","788","144","1128"
"Roseburia","182","248","233","39","309","290","73","372"
"Enterocloster","161","198","173","22","263","224","48","326"
"Anaerostipes","114","96","109","0","165","144","30","166"
"Anaerocolumna","77","79","144","10","202","109","105","240"
"Butyrivibrio","76","80","97","0","88","83","20","115"
"Lacrimispora","68","97","93","87","102","98","25","146"
"Coprococcus","93","135","164","0","188","218","41","252"
"Cellulosilyticum","54","64","28","0","36","19","0","41"
"Mediterraneibacter","73","76","59","0","128","91","21","124"
"Sellimonas","49","57","47","0","82","76","0","76"
"Novisyntrophococcus","36","31","20","0","38","52","0","45"
"Anaerobutyricum","39","41","35","0","31","37","0","60"
"Anaerotignum","31","45","48","12","62","61","16","72"
"Dorea","43","20","41","0","52","31","0","60"
"Faecalicatena","25","29","15","0","27","27","0","26"
"Lachnospira","20","35","20","0","26","13","0","28"
"Herbinix","22","790","36","0","43","23","28","151"
"Pseudobutyrivibrio","15","18","17","0","17","26","0","21"
"Lachnoanaerobaculum","17","14","21","0","14","12","0","26"
"Symbiobacterium","1221","1942","2519","215","2740","2685","438","3512"
"Candidatus_Desulforudis","335","434","658","38","662","632","83","916"
"Desulforamulus","197","283","359","31","401","363","53","500"
"Acididesulfobacillus","130","152","178","18","246","244","35","311"
"Thermanaerosceptrum","81","73","83","0","119","111","24","113"
"Candidatus_Formimonas","68","145","141","14","181","147","16","194"
"Desulfofarcimen","46","57","73","0","110","69","15","110"
"Dehalobacterium","29","68","80","0","46","71","0","106"
"Christensenella","638","780","1064","97","1293","1205","151","1465"
"Desulfitobacterium","187","255","226","28","334","293","51","403"
"Desulfosporosinus","150","219","191","20","262","245","45","380"
"Dehalobacter","87","104","93","0","122","154","14","156"
"Syntrophobotulus","32","53","40","12","64","69","12","76"
"Heliomicrobium","488","604","809","96","1082","970","169","1351"
"Heliorestis","43","23","27","0","52","46","0","59"
"Eubacterium","280","364","370","38","537","471","74","575"
"Acetobacterium","130","170","176","11","217","205","39","323"
"Alkalibacter","53","60","78","0","67","82","12","96"
"Syntrophothermus","50","75","114","0","129","129","18","168"
"Candidatus_Contubernalis","42","44","48","0","48","44","0","69"
"Syntrophomonas","44","58","59","0","68","74","0","95"
"Candidatus_Syntrophocurvum","13","18","19","0","16","16","0","26"
"Desulfoscipio","102","137","141","0","152","174","36","227"
"Thermincola","56","64","83","0","84","88","10","111"
"Vallitalea","23","43","44","0","59","24","10","65"
"Petrocella","21","24","27","0","43","21","0","42"
"Desulfotomaculum","51","77","98","0","137","130","18","166"
"Caloranaerobacter","41","46","41","0","54","41","16","91"
"Alkalicella","18","19","14","0","17","22","0","44"
"Moorella","550","701","1022","92","1142","1098","147","1343"
"Ammonifex","198","254","375","30","451","420","68","543"
"Gelria","477","593","851","74","975","905","153","1190"
"Thermacetogenium","225","366","640","41","621","633","98","840"
"Carboxydothermus","88","95","125","0","131","128","18","197"
"Thermoanaerobacter","57","104","115","0","141","112","36","226"
"Thermanaeromonas","44","88","83","12","82","102","14","143"
"Caldanaerobacter","40","45","94","0","104","91","24","128"
"Thermoanaerobacterium","85","105","81","0","132","87","0","147"
"Caldicellulosiruptor","73","125","88","0","128","122","28","188"
"Zhaonella","52","68","88","0","103","89","25","145"
"Mahella","63","90","153","0","210","183","20","143"
"Thermodesulfobium","35","37","53","0","57","55","13","82"
"Iocasia","45","102","67","0","78","62","17","168"
"Halanaerobium","41","47","35","0","53","44","11","63"
"Halothermothrix","35","73","34","0","31","46","0","92"
"Anoxybacter","51","115","99","0","130","125","15","179"
"Acetohalobium","16","22","15","0","22","13","0","25"
"Halobacteroides","17","38","65","0","67","57","0","73"
"Thermosediminibacter","94","130","145","15","151","129","28","223"
"Biomaibacter","57","87","85","0","96","93","23","120"
"Tepidanaerobacter","17","41","33","0","39","33","0","47"
"Natranaerofaba","22","68","60","0","57","58","16","73"
"Natranaerobius","21","34","30","0","24","25","0","59"
"Koleobacter","38","56","115","0","102","84","0","103"
"Turicibacter","4473","3593","61","0","57","51","16","2263"
"Allobaculum","93","148","164","10","172","141","24","180"
"Faecalibaculum","90","128","128","0","131","156","25","177"
"Erysipelatoclostridium","87","81","120","0","120","108","19","135"
"Erysipelothrix","50","69","58","0","68","75","18","106"
"Bulleidia","23","37","34","0","49","31","0","35"
"Intestinibaculum","21","24","27","0","41","28","0","49"
"Faecalibacillus","17","26","0","0","29","22","0","45"
"Selenomonas","1649","2055","2590","214","3173","2925","467","3878"
"Megamonas","24","34","39","0","34","22","0","69"
"Pectinatus","15","23","18","0","30","31","0","32"
"Sporomusa","102","129","143","13","182","181","18","217"
"Methylomusa","70","103","78","0","137","132","23","138"
"Pelosinus","66","131","92","0","176","90","38","122"
"Megasphaera","629","775","847","80","1038","988","154","1372"
"Dialister","73","92","78","0","109","106","11","166"
"Veillonella","59","78","64","11","77","79","20","111"
"Acidaminococcus","159","230","226","18","337","284","48","347"
"Phascolarctobacterium","169","181","225","25","281","292","41","279"
"Limnochorda","1160","1538","2448","170","2382","2251","398","3350"
"Peptoniphilus","104","178","171","17","178","204","20","305"
"Murdochiella","63","78","99","0","157","156","20","195"
"Anaerococcus","42","62","53","0","70","56","0","120"
"Finegoldia","24","23","44","0","24","49","0","37"
"Helcococcus","14","25","0","0","14","0","0","26"
"Parvimonas","26","34","27","0","51","39","0","47"
"Schnuerera","45","322","16","0","28","17","14","170"
"Gudongella","22","38","31","0","31","28","0","70"
"Tissierella","18","56","25","0","36","16","0","48"
"Keratinibaculum","14","100","24","0","21","31","0","56"
"Gottschalkia","32","63","53","0","41","56","25","127"
"Ezakiella","246","353","178","0","401","395","49","519"
"Sedimentibacter","22","24","38","0","62","29","0","34"
"Ndongobacter","102","89","202","0","220","186","25","284"
"Synechococcus","7620","9600","13289","914","13188","12691","2114","17207"
"Dactylococcopsis","58","97","137","0","80","101","21","116"
"Cyanobium","1736","2048","2573","197","2799","2807","443","3888"
"Prochlorococcus","124","138","162","16","132","155","23","224"
"Parasynechococcus","144","165","231","15","216","211","28","311"
"Acaryochloris","119","147","503","18","226","189","42","248"
"Chamaesiphon","119","166","314","19","215","230","36","234"
"Synechocystis","108","139","525","11","202","183","23","226"
"Nostoc","1411","1893","13066","460","8452","4491","410","2982"
"Anabaena","701","695","1386","40","847","810","116","1177"
"Cylindrospermum","52","68","423","11","158","134","24","114"
"Trichormus","50","44","383","0","99","103","0","87"
"Richelia","27","32","251","0","60","41","0","37"
"Calothrix","793","1090","3830","144","3622","1534","243","1584"
"Sphaerospermopsis","135","175","445","21","339","246","40","267"
"Nodularia","97","141","460","28","318","220","22","226"
"Dolichospermum","276","349","1019","28","503","517","87","557"
"Anabaenopsis","69","100","1003","57","278","352","0","100"
"Cylindrospermopsis","19","23","118","0","26","20","0","21"
"Scytonema","239","249","1540","51","623","505","89","591"
"Brasilonema","59","84","363","0","170","148","12","122"
"Fischerella","135","184","655","30","360","312","43","310"
"Tolypothrix","117","160","759","24","509","252","43","264"
"Rivularia","41","52","162","0","67","60","0","77"
"Leptolyngbya","2621","2291","4518","251","4415","4043","511","3709"
"Kovacikia","248","296","1194","46","534","487","64","483"
"Leptothermofonsia","150","188","661","14","277","228","36","292"
"Leptodesmis","104","168","786","19","298","223","34","263"
"Thermoleptolyngbya","337","434","1053","50","685","560","102","705"
"Thermosynechococcus","196","251","784","29","330","376","66","415"
"Halomicronema","160","241","640","17","317","331","51","394"
"Pseudanabaena","117","135","379","13","212","167","34","221"
"Gloeobacter","2077","2752","3237","259","4053","3773","538","4691"
"Anthocerotibacter","167","216","332","36","338","331","38","366"
"Moorena","257","394","1065","46","518","577","61","602"
"Oscillatoria","272","436","1148","67","542","438","87","489"
"Geitlerinema","404","574","1603","74","741","724","120","914"
"Allocoleopsis","123","131","5986","90","387","284","28","171"
"Oxynema","187","223","493","29","329","326","49","365"
"Microcoleus","179","440","742","18","324","262","28","305"
"Planktothrix","49","51","207","0","107","72","17","91"
"Koinonema","113","191","423","18","240","249","36","256"
"Crinalium","51","62","444","0","101","71","0","100"
"Limnospira","25","50","243","0","65","55","0","43"
"Microcystis","269","421","705","40","602","639","98","629"
"Gloeothece","76","73","333","0","152","102","29","136"
"Rippkaea","43","53","169","0","79","101","17","80"
"Halothece","33","72","175","0","85","59","15","74"
"Euhalothece","12","19","90","0","24","25","0","31"
"Crocosphaera","31","50","149","0","72","73","0","81"
"Candidatus_Atelocyanobacterium","12","0","45","0","16","0","0","21"
"Geminocystis","89","98","183","12","121","113","25","169"
"Gloeocapsa","57","75","381","0","147","90","15","155"
"Chondrocystis","31","48","114","0","53","46","0","55"
"Cyanobacterium","38","42","138","0","77","49","0","52"
"Chroococcidiopsis","317","411","1592","40","658","561","83","605"
"Pleurocapsa","98","112","287","14","185","148","28","168"
"Stanieria","52","58","222","0","81","71","15","81"
"Gloeomargarita","60","108","204","16","120","119","15","133"
"Thermostichus","72","70","290","0","110","121","17","145"
"Deinococcus","15514","18207","22480","1760","26495","24216","3965","33198"
"Thermus","2159","2987","4455","333","4926","4627","764","6137"
"Oceanithermus","1305","1651","2238","173","2543","2490","414","3412"
"Meiothermus","1263","1547","2164","175","2296","2370","345","3065"
"Marinithermus","796","1034","1506","127","1662","1537","273","2157"
"Truepera","1191","1306","1844","151","2155","1913","372","2699"
"Sphaerobacter","3232","3745","7256","492","5786","5504","1233","8586"
"Thermomicrobium","740","919","1463","103","1309","1307","270","1933"
"Roseiflexus","2673","2723","4289","342","5812","3938","734","4693"
"Chloroflexus","914","980","1860","128","1731","1478","244","1722"
"Tepidiforma","2719","2946","3245","282","4232","3547","776","6701"
"Candidatus_Promineofilum","1886","2829","3202","292","4017","3724","581","4719"
"Caldilinea","1270","1545","1738","173","2174","2007","391","2819"
"Anaerolinea","510","559","780","83","1486","1135","107","1073"
"Pelolinea","403","487","583","56","1038","840","107","952"
"Brevefilum","189","201","267","34","477","380","43","373"
"Dehalogenimonas","433","565","721","57","883","722","128","1178"
"Dehalococcoides","227","269","274","29","340","313","73","446"
"Phototrophicus","607","611","560","54","694","849","111","812"
"Ktedonosporobacter","415","482","811","45","1121","740","123","982"
"Thermobaculum","374","405","768","63","782","650","135","970"
"Fimbriimonas","1223","1298","1838","159","2662","2300","329","2606"
"Chthonomonas","231","228","523","41","654","539","61","593"
"Mycoplasma","125","168","130","0","189","171","50","241"
"Mycoplasmopsis","82","77","49","0","107","72","25","134"
"Mesomycoplasma","20","28","25","0","26","29","0","29"
"Spiroplasma","87","91","60","0","109","146","25","147"
"Mesoplasma","28","23","0","0","28","19","0","47"
"Williamsoniiplasma","19","0","0","0","17","0","0","18"
"Candidatus_Phytoplasma","40","41","38","0","48","40","14","56"
"Alteracholeplasma","20","41","49","0","44","52","0","30"
"Metamycoplasma","43","39","22","0","49","35","0","60"
"Candidatus_Izimaplasma","12","13","18","0","15","0","0","16"
"Gemmata","51728","60386","55724","5260","83131","88176","11767","86058"
"Urbifossiella","51262","49777","51903","4717","79407","77974","9873","68903"
"Frigoriglobus","28665","33192","32627","2964","49259","51434","6457","50645"
"Limnoglobus","15563","20895","22711","1893","31371","31190","4230","31662"
"Tuwongella","1360","2065","2258","198","2870","2843","366","3130"
"Telmatocola","1140","1738","1728","178","2384","2440","300","2523"
"Lacipirellula","44372","38026","20187","2163","16991","36932","6830","42851"
"Botrimarina","7745","9446","6425","654","6208","9786","1761","12717"
"Pirellulimonas","7158","9471","7715","691","7550","10730","1824","14303"
"Aeoliella","2875","3768","2455","261","2312","3756","641","5154"
"Adhaeretor","1659","2109","1387","134","1247","2226","403","3052"
"Bythopirellula","1585","2027","1180","128","1030","1802","344","2850"
"Anatilimnocola","8479","8785","4151","550","5532","8471","1269","10407"
"Lignipirellula","5549","6907","4974","517","5623","7711","1186","10046"
"Rosistilla","4606","5493","3952","393","4559","6050","987","7634"
"Pirellula","4400","4671","2763","318","3114","4733","763","6056"
"Stieleria","4693","5999","4433","390","5193","6587","1086","8593"
"Bremerella","4013","4469","3083","303","3082","4769","787","6233"
"Roseimaritima","2632","3238","2543","230","2788","3745","610","4704"
"Rubripirellula","1314","1627","1116","104","1293","1833","277","2247"
"Rhodopirellula","948","959","678","85","728","1096","172","1421"
"Aureliella","895","985","706","62","794","1042","141","1389"
"Mariniblastus","839","1041","702","61","766","1075","173","1390"
"Thermogutta","655","912","867","74","882","1223","140","1452"
"Tautonia","36756","28384","38601","3123","36717","41775","8931","50534"
"Aquisphaera","20754","20356","24584","2095","39264","30976","4823","33621"
"Paludisphaera","19648","15244","16454","1388","25421","21159","3488","24260"
"Singulisphaera","16805","13114","12178","1191","18361","16763","2881","19929"
"Isosphaera","1808","2105","2421","195","2948","2991","451","3467"
"Planctomyces","30403","26728","27557","2617","36604","38543","5555","39523"
"Caulifigura","19292","13309","8293","740","9830","13240","1965","12904"
"Gimesia","7041","8205","6654","617","7652","9810","1531","12001"
"Maioricimonas","5986","6999","6820","564","6799","9131","1455","10960"
"Alienimonas","4342","4755","5830","445","5669","6854","1058","8099"
"Symmachiella","2177","2834","2068","186","2302","3216","512","4074"
"Rubinisphaera","1465","1655","1430","137","1474","1994","325","2327"
"Calycomorphotria","1362","1355","1226","105","1156","1589","271","2029"
"Planctopirus","1323","1437","1077","113","1314","1721","251","2132"
"Fuerstiella","1208","1490","1057","106","1296","1685","235","2123"
"Crateriforma","1188","1496","1079","122","1192","1713","285","2167"
"Polystyrenella","486","618","448","47","503","623","109","878"
"Thalassoglobus","413","476","410","37","483","611","92","732"
"Humisphaera","8855","8198","9800","736","11994","11934","1851","13245"
"Phycisphaera","2592","2863","3496","272","4000","4286","594","5051"
"Mucisphaera","1382","1516","1632","145","2123","2245","357","2761"
"Poriferisphaera","189","190","163","0","277","287","44","307"
"Sedimentisphaera","157","196","141","18","237","248","34","275"
"Limihaloglobus","105","120","149","12","175","200","24","256"
"Anaerohalosphaera","210","310","287","29","441","416","47","452"
"Candidatus_Kuenenia","76","119","172","0","143","166","39","215"
