"","SRR14320323","SRR14320322","SRR14320321"
"56688",692,746,440
"1494608",745,644,430
"563172",551,745,353
"1549850",691,744,498
"1648404",590,663,744
"2866311",656,743,388
"2932251",743,604,474
"2654218",742,605,457
"430679",696,742,545
"167964",669,741,224
"191579",377,741,331
"53413",741,708,529
"157783",740,683,414
"1964449",647,740,426
"2587163",727,739,480
"28049",739,737,386
"296",739,703,485
"2596915",584,738,355
"2803845",675,738,252
"59930",699,737,400
"2850561",658,736,441
"2878542",496,497,736
"2048897",577,735,360
"2724123",664,661,735
"2775159",735,667,485
"2319843",513,734,315
"313588",178,734,151
"2691357",692,733,324
"1471761",732,583,275
"2094119",732,701,538
"2604047",649,732,438
"2604158",695,732,562
"2718938",618,521,732
"31998",690,732,565
"47883",732,684,556
"2583532",659,727,483
"1064539",725,709,493
"3034023",644,725,400
"1827195",724,700,414
"1872084",724,687,489
"2505979",536,487,724
"2721243",635,724,513
"33888",657,724,504
"499555",724,705,429
"2733488",723,698,402
"2781023",722,622,478
"3017783",620,722,447
"255247",720,267,148
"2862880",683,720,430
"651143",631,720,384
"2851959",709,719,273
"83676",637,719,415
"2815360",569,718,591
"392610",597,718,659
"873",718,709,336
"69823",674,717,312
"187304",716,670,570
"206506",716,688,431
"2605945",716,707,384
"2867011",676,716,449
"3050071",674,715,394
"1546107",714,709,450
"2872309",681,714,541
"2886938",698,714,423
"1985873",711,629,417
"2752515",617,711,692
"2932249",562,711,369
"554344",710,673,680
"1854498",49,709,168
"1936990",699,709,326
"2892442",709,523,685
"413",691,709,367
"1050",708,659,393
"488729",708,706,452
"1653831",471,707,651
"2782004",707,677,476
"2993564",706,637,409
"755307",625,706,365
"1538158",705,705,570
"1891926",686,705,365
"2202254",705,691,410
"2817475",704,599,415
"2932248",551,704,343
"670052",673,704,447
"1231",703,689,372
"2058657",628,703,458
"500",633,703,339
"59737",677,703,421
"651",640,703,385
"190893",306,702,625
"1963268",702,660,367
"2057246",698,701,431
"2895471",227,196,701
"1223514",690,700,400
"2956797",679,700,433
"81475",700,650,451
"2020311",580,699,622
"3032579",604,699,440
"408015",659,699,445
"43306",643,699,423
"231454",698,674,418
"2961599",691,698,400
"2953890",670,696,432
"33918",612,696,558
"1506334",436,418,695
"2714936",695,631,441
"2855836",567,335,695
"931866",583,695,515
"3032001",693,694,420
"3070681",192,694,514
"980427",688,693,421
"2698684",692,628,374
"1590",278,690,550
"2724527",581,690,628
"2951988",581,394,690
"488730",686,690,423
"2911520",689,531,353
"1046",688,621,322
"129337",666,688,354
"1411902",678,688,456
"1505757",688,369,411
"1710540",688,669,468
"1853682",582,688,416
"76760",670,688,458
"1796606",687,657,486
"2991496",645,687,426
"35814",619,687,445
"412963",644,687,396
"435",687,677,469
"2742133",686,506,333
"78327",686,680,542
"256821",685,674,466
"37930",635,685,423
"48296",265,298,685
"370524",683,671,647
"100225",591,682,402
"1188319",682,601,472
"2597659",682,682,456
"573737",682,651,403
"870903",682,630,303
"238834",417,681,567
"2746",638,681,393
"2987689",623,681,395
"3019968",681,599,418
"286802",634,680,366
"1949083",679,653,359
"2681310",679,660,365
"666686",178,679,71
"364410",678,662,470
"1401995",577,677,366
"2785627",597,677,375
"13134",670,676,392
"1649453",616,676,325
"1938604",676,606,384
"265976",654,676,457
"869886",621,676,408
"162496",675,591,402
"2072405",675,640,486
"679318",675,635,372
"3016091",552,674,388
"521",630,674,465
"432329",636,673,409
"1364945",601,672,369
"158787",671,587,393
"1763524",591,670,293
"2070337",670,596,409
"2683284",651,669,411
"2819280",633,669,361
"31963",603,669,391
"1288970",643,668,353
"3027225",668,601,520
"35760",615,668,337
"512763",443,668,306
"2878151",667,622,410
"2962597",492,432,667
"3025782",520,667,513
"1577075",649,666,438
"2755559",661,666,372
"2811108",666,627,325
"95301",666,587,422
"43927",574,665,392
"1795032",598,664,438
"2698458",488,664,344
"3042299",583,664,512
"393765",664,640,351
"72274",664,605,383
"74031",655,664,422
"641491",632,663,338
"186822",619,662,297
"3033386",615,662,407
"73029",662,559,497
"83564",622,662,318
"1643826",644,661,318
"2599595",661,582,442
"437900",661,514,376
"2962671",608,660,414
"2901189",659,630,388
"1003114",634,658,428
"1382803",653,658,378
"390988",658,640,329
"1155739",428,657,333
"33887",599,657,416
"2846775",625,655,408
"2883205",654,597,398
"3031998",644,654,400
"1123043",550,653,370
"3015995",647,653,414
"1873716",652,622,414
"2881056",604,652,350
"2901142",650,652,406
"1118379",647,651,486
"1972846",612,651,358
"2876939",594,651,446
"2878152",647,651,418
"1578165",605,650,459
"3016094",603,650,384
"16",583,627,649
"2528642",602,649,431
"3041766",574,649,382
"2874628",648,618,421
"2909339",424,648,572
"2953749",648,643,406
"670",648,517,497
"1385715",448,647,335
"2744574",616,647,414
"2932254",450,647,362
"1537215",646,638,448
"199136",596,646,344
"2588534",646,641,521
"420402",616,645,338
"2691354",618,644,332
"404432",630,644,374
"1280",643,569,640
"2756133",406,438,643
"670516",643,596,458
"140098",642,618,353
"1903704",625,642,329
"2904242",641,625,365
"2051959",615,640,317
"2235",581,640,318
"2759954",548,640,508
"553",352,640,222
"283878",532,639,384
"2879621",639,544,267
"2961939",639,619,376
"1805478",638,638,339
"2590774",637,508,279
"2931976",572,637,363
"3041435",637,627,407
"375286",567,637,447
"1121358",578,636,367
"2527990",636,605,334
"2116510",635,634,422
"2587847",635,613,381
"3023076",126,101,635
"3026418",556,634,443
"58346",600,634,339
"3024400",623,633,522
"33008",598,631,388
"1853699",602,630,389
"2906456",409,630,568
"184748",510,629,386
"2584940",488,629,329
"38305",629,624,402
"2806263",628,585,406
"2821543",628,587,321
"3049801",591,628,345
"118323",283,627,367
"1499392",627,582,346
"1775881",608,627,416
"2835648",480,627,290
"2829501",624,576,371
"349751",560,624,335
"28141",451,623,417
"548",623,595,547
"2733487",622,586,371
"60890",592,622,431
"1716143",621,620,332
"2894187",621,584,357
"3026424",590,621,302
"3075121",590,621,397
"196024",620,586,361
"2743090",592,620,402
"2751478",565,620,338
"3019098",620,569,349
"853",567,620,368
"1850093",516,619,334
"517719",578,619,422
"52774",554,619,375
"1904944",618,560,493
"2480625",558,618,416
"3039157",529,618,468
"2773299",563,616,291
"33010",546,616,332
"2761047",559,615,372
"292800",615,582,303
"2895494",380,413,614
"2983267",37,614,170
"3040943",574,614,384
"575200",612,613,353
"1198301",612,569,334
"2706126",612,451,350
"74426",598,612,320
"1453760",611,565,380
"2023772",611,609,312
"2886935",611,578,378
"3045157",536,611,479
"135740",610,596,442
"1436290",545,610,333
"1930273",600,610,315
"2079536",550,609,313
"3028711",508,609,338
"1961713",546,608,339
"2917691",608,588,337
"2991051",608,562,392
"3068275",556,608,346
"57497",578,608,340
"869889",608,601,378
"1930276",570,607,265
"119",606,587,337
"2830842",606,589,372
"1768108",561,605,347
"2583822",582,605,399
"2708079",596,605,464
"2710758",523,605,246
"645",605,564,358
"1325107",524,604,427
"1563479",603,505,288
"2919913",297,602,465
"488732",601,575,315
"1307763",592,600,312
"1529068",553,600,401
"1652545",600,576,376
"1853690",584,600,396
"61647",582,599,402
"74318",525,599,394
"2806442",522,598,376
"88723",571,598,336
"1323948",597,522,265
"2774562",578,597,431
"313985",584,597,249
"1393",596,594,313
"1446467",433,596,267
"564137",596,563,394
"106633",595,548,283
"1353136",595,574,354
"2740163",595,588,237
"2567941",594,400,162
"203135",565,593,363
"2527996",498,593,332
"2161816",592,586,355
"2560010",592,555,333
"1727",567,591,360
"2605989",565,591,300
"2962676",576,591,368
"3031727",591,569,363
"507626",537,591,309
"70775",591,429,344
"1550024",589,270,183
"3038546",532,589,371
"2587855",547,588,334
"2986927",579,588,487
"2814653",545,587,344
"216851",585,582,355
"2795779",567,585,296
"20",349,455,584
"2842357",584,505,363
"2904243",584,578,350
"2963434",544,584,338
"1274359",391,297,583
"2494234",542,583,262
"2779361",447,550,583
"1655",481,582,326
"1586233",519,581,335
"2728024",475,581,304
"1299",475,580,279
"2004",580,568,301
"2497875",235,109,580
"3052086",580,558,315
"555317",538,459,580
"81032",556,580,370
"130049",579,572,310
"1605838",579,550,334
"2895473",579,247,340
"3026423",479,579,385
"2964616",571,578,363
"639313",532,578,302
"1830",561,577,343
"2821406",559,576,438
"359408",576,475,389
"1637853",575,550,340
"2594042",361,362,575
"2796366",575,569,437
"1385664",348,574,216
"1851395",526,574,366
"2712698",519,574,376
"2251",566,573,374
"2906443",385,573,491
"462710",509,573,473
"2126321",572,543,327
"2489212",554,571,529
"533",536,571,426
"648",489,571,349
"68203",571,431,290
"2860285",546,570,357
"3064288",561,570,409
"558537",504,569,385
"1335757",568,506,255
"901",521,568,327
"158822",567,556,366
"3016097",495,567,310
"520734",363,434,567
"571177",567,530,272
"178339",530,566,300
"2861288",566,559,380
"2886936",566,495,346
"1547898",507,565,319
"2931975",565,554,351
"3017782",463,565,317
"225971",379,455,564
"29288",564,548,333
"1108",394,563,289
"1703",562,517,294
"1773489",562,518,348
"73010",541,562,334
"1510150",561,541,319
"1851505",539,561,356
"2579977",513,328,561
"1550728",464,528,560
"1748965",534,559,259
"2877939",559,538,376
"370111",559,516,480
"2028345",558,526,340
"376",549,558,475
"387343",558,552,319
"487184",557,519,372
"2815309",556,481,180
"1408",555,313,112
"191390",554,490,343
"446660",553,360,192
"916",553,153,110
"3048007",516,552,286
"1637862",551,535,293
"2175091",297,389,551
"2494550",551,549,334
"2501295",551,497,382
"2775080",534,551,308
"3068341",467,551,352
"2731552",550,522,314
"33072",541,550,251
"497967",411,549,304
"2859226",495,548,339
"1938606",506,547,385
"1985254",524,547,444
"274",459,547,298
"2804758",519,547,315
"3002903",547,489,331
"913107",547,538,180
"699433",516,546,305
"2587842",545,529,333
"3029060",545,525,376
"1281578",544,521,282
"93222",496,544,316
"1883414",492,543,265
"2750025",509,542,308
"1842535",450,516,541
"3051120",492,541,385
"1909299",425,524,540
"1434191",487,539,352
"1890424",497,539,294
"2663121",503,539,339
"894",539,532,233
"92945",426,539,378
"1442136",537,538,305
"1637869",502,538,323
"2173174",522,538,344
"2867016",464,538,292
"3031996",476,538,290
"1288494",537,453,287
"2511069",467,537,251
"2666185",537,519,268
"2782674",429,537,424
"881",519,537,284
"2039234",493,536,290
"258",345,536,322
"2998079",426,399,536
"37929",366,227,536
"575378",382,536,249
"2528027",499,535,285
"299262",504,535,348
"3038545",535,513,402
"421628",535,508,291
"758782",535,510,329
"1644056",506,534,285
"1758178",533,534,346
"259",244,534,339
"461393",534,526,328
"1853130",533,367,274
"2350",388,533,277
"2590785",533,436,239
"2909672",532,498,333
"1006576",531,281,260
"163011",531,202,364
"2508289",520,531,328
"2949993",487,531,328
"334542",531,514,333
"62140",514,531,314
"2723776",516,530,344
"1808979",529,497,299
"2805590",529,509,297
"119484",528,490,252
"1695218",508,528,251
"2175619",503,528,367
"2963433",528,500,321
"2967130",455,528,414
"404941",528,505,337
"47879",528,454,508
"1827469",489,298,527
"3067904",476,527,332
"564064",410,527,250
"63561",527,515,275
"2049589",526,397,311
"2127060",491,525,277
"28448",525,510,313
"328813",419,525,255
"1543721",524,435,271
"74033",510,524,306
"1125",237,523,375
"1525371",399,508,523
"1771309",510,523,294
"1821621",523,497,289
"194924",520,523,208
"2029983",329,523,288
"2778058",137,523,279
"1844971",477,522,354
"2878545",512,498,522
"2895495",455,449,522
"1400387",521,490,222
"2785907",393,469,521
"3059027",350,521,510
"358099",521,509,312
"200451",520,459,336
"2816859",520,477,331
"2880932",520,506,330
"1164",301,519,416
"182210",519,501,284
"2079535",519,511,280
"1279",422,518,517
"1397264",388,518,251
"1581680",518,418,330
"2057800",445,518,295
"2843200",487,518,250
"481",518,512,344
"1048396",512,517,277
"1282737",517,495,334
"2961941",517,434,262
"67351",497,517,297
"1309411",516,487,315
"1656",490,516,332
"2758038",491,516,319
"1881069",436,515,354
"2699430",510,515,300
"582",513,515,357
"1670",514,477,340
"1851167",490,514,332
"2886940",492,514,291
"2907343",514,503,273
"2909283",418,514,359
"83654",514,386,296
"936337",459,513,430
"2017482",509,512,354
"3061632",512,453,326
"1277350",511,504,200
"163359",511,465,234
"2675218",473,511,237
"2867020",452,511,307
"2883100",426,511,252
"1434011",469,510,314
"3049075",510,94,21
"1649184",415,509,304
"2152891",508,446,308
"2961595",468,508,320
"1860122",507,497,324
"2817656",476,507,324
"2735870",383,506,243
"38501",408,506,211
"2902623",480,505,273
"879",505,478,281
"2999067",451,504,279
"2861284",439,503,326
"95300",503,414,304
"2058136",167,135,502
"2239",502,493,259
"2674991",481,502,286
"229731",430,501,290
"2785025",54,501,71
"68909",501,498,307
"2498848",500,413,323
"2722820",442,500,292
"1295327",365,452,499
"1981174",499,404,280
"2518599",493,499,310
"1552990",489,498,249
"2875777",460,498,364
"2970818",183,145,497
"3022676",497,442,307
"75291",413,497,155
"2883126",399,496,366
"28454",298,495,351
"290400",495,457,292
"2975049",495,439,399
"376170",486,495,328
"483547",495,397,197
"293387",494,195,100
"87",441,494,314
"2009329",418,493,301
"3022791",493,440,353
"418240",493,56,45
"154981",447,492,302
"2652443",420,492,230
"200450",430,491,333
"55968",457,491,316
"2740462",305,490,263
"2860286",333,490,290
"3021710",455,489,245
"980251",462,489,231
"216142",488,472,285
"2745490",488,429,314
"285091",488,471,291
"29442",488,462,327
"2962672",455,488,258
"370405",488,445,293
"571",488,388,399
"1333523",487,470,281
"2992441",367,487,327
"2995155",292,487,452
"2078786",298,216,486
"2782678",417,486,371
"2986947",486,422,336
"1547448",481,485,288
"2217913",485,457,302
"2918528",485,421,278
"2796927",460,484,234
"2954079",484,230,321
"1566351",483,376,159
"629680",482,483,316
"1203471",482,436,174
"2739057",427,482,307
"2745199",482,386,211
"274537",460,481,223
"291594",470,481,256
"426114",462,481,244
"2282475",311,480,282
"271420",480,395,264
"2895486",480,333,295
"388408",480,381,290
"1385663",333,479,218
"1420917",428,479,240
"171549",431,479,270
"2763071",479,440,193
"88138",352,479,254
"147322",193,478,375
"1664033",448,478,438
"441500",478,454,303
"1917421",464,477,215
"2080740",477,459,281
"2920387",333,240,477
"44750",477,425,240
"1176257",476,456,295
"218936",476,417,242
"3020907",476,418,253
"337243",468,476,260
"1931241",475,419,309
"2057798",445,475,301
"2953750",456,475,279
"2956836",396,475,251
"472181",475,474,304
"2697563",468,474,339
"239759",469,473,240
"2861765",314,473,316
"2883512",460,473,176
"1550579",399,472,257
"155077",236,334,472
"1353260",429,471,355
"52022",458,471,215
"2867264",470,411,278
"1502",291,411,469
"216816",469,465,279
"2761579",379,469,226
"3033389",435,469,292
"652",469,469,311
"78331",426,469,297
"2518644",468,376,203
"253",306,468,428
"2872158",417,468,243
"1537400",467,433,289
"1886",467,444,302
"2520506",280,467,268
"2527691",413,467,266
"106",318,466,226
"133924",426,466,258
"1598",466,140,139
"261284",421,466,273
"2562582",362,241,465
"3074822",67,101,465
"635",387,465,287
"1030",464,417,271
"29581",397,464,312
"2731680",451,463,406
"2895480",407,381,463
"702114",463,463,287
"1526412",390,462,386
"1720343",167,461,36
"2979870",461,450,317
"2986824",199,461,307
"3029084",461,449,239
"1769779",460,394,217
"1795043",428,460,245
"2867022",423,460,317
"1234",459,417,163
"2951804",459,444,257
"2997335",459,377,221
"492670",459,392,429
"675090",402,459,295
"1178516",322,458,240
"28231",458,374,123
"359110",458,443,265
"1404244",409,456,288
"2886045",456,299,213
"3032281",456,437,253
"340320",446,456,321
"1980001",455,401,404
"2726989",455,425,273
"544580",411,455,252
"1379870",309,454,295
"2944234",454,376,305
"35746",437,454,255
"721785",371,454,259
"1451",453,145,56
"1737425",398,453,268
"1834519",334,453,244
"245188",441,453,294
"2528017",448,453,211
"538949",453,433,217
"2211212",452,196,103
"2684212",452,371,295
"28097",452,445,302
"3041098",451,421,248
"634157",437,451,240
"876",451,413,227
"184917",400,450,253
"2079791",448,450,302
"2173831",387,450,443
"2675378",450,446,275
"2995161",249,347,450
"319501",388,450,223
"430451",284,450,180
"46677",450,375,254
"476157",379,427,450
"55148",369,450,236
"89154",387,450,281
"947919",444,450,227
"1283291",449,351,295
"1407499",441,449,276
"1484898",425,449,260
"198618",447,449,312
"2730359",399,449,202
"2816475",449,423,290
"368607",409,449,282
"665914",348,449,368
"897",445,449,188
"107",363,448,226
"1356852",337,448,232
"247523",262,448,54
"2691359",441,448,177
"2704463",374,448,210
"3028878",403,448,250
"244366",295,341,447
"471189",381,446,203
"1076926",344,445,335
"3028807",413,319,445
"84567",292,445,225
"152260",371,444,241
"191292",423,444,277
"2005046",444,434,308
"2057025",414,444,324
"1477518",443,366,244
"29311",418,443,323
"47878",443,391,320
"81",443,443,372
"1850526",317,442,242
"2881234",442,432,247
"2081970",406,441,254
"2590869",418,441,265
"2692125",441,423,231
"1301",308,440,332
"2961598",368,440,250
"189691",425,439,257
"2707525",377,439,236
"2986928",384,298,439
"2583823",438,400,230
"1916917",356,426,437
"1565605",436,374,227
"2320270",436,435,263
"2697565",436,402,257
"2961574",393,436,230
"297",436,428,218
"2986424",436,296,380
"320497",416,436,276
"652787",297,436,239
"1072256",407,435,258
"2874213",243,434,237
"302485",414,433,287
"38302",433,398,259
"62320",433,417,264
"122",398,432,219
"1325111",371,432,333
"1889240",411,432,241
"398053",306,431,251
"1148509",430,392,245
"183795",430,412,427
"2769067",419,429,335
"1007105",428,386,273
"1619153",372,428,201
"1907662",381,428,208
"2202000",419,428,280
"3032283",427,387,232
"147206",413,426,220
"2609252",378,426,303
"3031114",426,379,226
"748197",347,426,232
"1458461",425,380,250
"202907",364,425,275
"2185111",70,81,425
"423351",327,425,293
"485898",425,399,283
"2964609",424,402,254
"2956832",423,405,278
"930805",423,343,210
"1177",224,422,175
"1932360",422,410,258
"2305508",264,422,243
"584",416,422,386
"2497325",395,421,253
"442",404,421,272
"2494702",175,139,420
"2949995",420,418,251
"2962673",410,420,254
"361111",389,420,208
"191610",410,419,237
"2072407",370,419,306
"2489213",343,419,214
"2737173",384,419,228
"84993",384,419,170
"210",278,418,373
"2546359",276,362,418
"1586232",417,415,243
"2678261",417,345,240
"2794089",380,417,275
"2938695",417,388,220
"48073",417,380,214
"984",339,417,270
"2012",389,416,215
"2842356",416,415,262
"2949307",416,334,228
