"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Streptomyces_sp._SCSIO_64649","8238","6864","5013","2995","14649","7397","2707"
"Streptomyces_sp._TN58","9185","2525","1811","1121","5650","3106","996"
"Streptomyces_sp._P3","7590","4125","4613","1806","9887","11352","2590"
"Streptomyces_sp._SN-593","7465","5625","4135","2602","11950","7364","2724"
"Streptomyces_sp._CB01881","7159","5084","3454","2520","11333","6404","2466"
"Streptomyces_sp._ST1015","6838","4301","3276","1868","8946","7399","1848"
"Streptomyces_sp._So13.3","6478","4737","3289","1979","10160","5769","2191"
"Streptomyces_sp._ZYC-3","6519","4511","3848","1880","9837","7392","2353"
"Streptomyces_sp._CdTB01","6910","5426","4721","2352","11510","12643","3728"
"Streptomyces_sp._MA3_2.13","5872","4595","3336","2070","10354","5049","1960"
"Streptomyces_sp._BJ20","7130","10825","23165","2479","11617","46329","2191"
"Streptomyces_sp._NHF165","6017","5348","3983","2285","13973","5515","1782"
"Streptomyces_sp._A2-16","6548","3519","3136","1493","7676","7721","1991"
"Streptomyces_sp._GQFP","5793","2907","2740","1330","7039","5657","1593"
"Streptomyces_sp._SirexAA-E","6057","2517","2046","1239","6209","3518","1072"
"Streptomyces_sp._BH-MK-02","5592","3973","3183","1751","8833","6170","1960"
"Streptomyces_sp._SCUT-3","6095","4873","3659","2285","11010","6055","2250"
"Streptomyces_sp._LRE541","5386","3620","3115","1639","8581","5682","1765"
"Streptomyces_sp._Z423-1","5625","4392","4748","1858","10099","9191","2406"
"Streptomyces_sp._MG28","5747","3476","4825","1347","7460","7395","1767"
"Streptomyces_sp._NA02950","5042","4639","3325","1858","9506","5673","1806"
"Streptomyces_sp._SM18","5244","2610","1916","1144","6005","3372","1217"
"Streptomyces_sp._3025","4827","4055","2867","1689","10315","4979","1607"
"Streptomyces_sp._3214.6","5254","3566","3269","1528","8327","10912","2567"
"Streptomyces_sp._891-h","4594","4020","3014","1871","10871","6326","1647"
"Streptomyces_sp._W1SF4","5167","3483","2478","1631","7976","4471","1584"
"Streptomyces_sp._HM190","4815","4338","4412","1681","8978","12132","1740"
"Streptomyces_sp._GMY02","4281","3227","2586","1395","6974","3803","1525"
"Streptomyces_sp._YIM_121038","4641","3526","2527","1558","7896","4768","1635"
"Streptomyces_sp._SYP-A7193","5523","3384","3613","1677","8356","5394","1639"
"Streptomyces_sp._C8S0","4538","3367","2458","1647","9587","4396","1503"
"Streptomyces_sp._MBT27","4443","3368","2572","1567","7412","4600","1463"
"Streptomyces_sp._RTd22","4830","3234","2332","1350","7296","6309","1513"
"Streptomyces_sp._DSM_40868","4640","3466","3060","1659","8379","12363","5628"
"Streptomyces_sp._JB150","4479","3758","3556","1622","8939","7427","1774"
"Streptomyces_sp._NEAU-sy36","4562","3573","2812","1749","8137","8547","2030"
"Streptomyces_sp._Tu_2975","4368","2678","2163","1092","5884","3306","1069"
"Streptomyces_sp._SAT1","4538","3515","3272","1774","8248","11814","3408"
"Streptomyces_sp._NA04227","4087","3300","2397","1369","7020","4217","1453"
"Streptomyces_sp._Rer75","4779","3260","2251","1319","6767","6361","1360"
"Streptomyces_sp._MST-110588","4095","3291","2399","1539","7831","3992","1563"
"Streptomyces_sp._Go-475","4734","3438","3488","1543","8227","9118","1740"
"Streptomyces_sp._MG62","4375","2979","3094","1331","7306","8534","1472"
"Streptomyces_sp._QHH-9511","4056","3045","2518","1312","6992","4216","1164"
"Streptomyces_sp._RPA4-2","4082","2907","2419","1237","6389","5079","1788"
"Streptomyces_sp._CMB-StM0423","4592","3763","2642","1401","7139","3765","1279"
"Streptomyces_sp._WY228","4561","2023","1463","861","4058","2174","831"
"Streptomyces_sp._HP-A2021","4634","2857","2946","1325","6813","7139","1606"
"Streptomyces_sp._GS7","3830","3090","2176","1364","6891","3996","1412"
"Streptomyces_sp._Go_40/10","4283","3642","3231","1455","7388","20880","1787"
"Streptomyces_sp._BHT-5-2","3810","2844","2023","1381","6580","3613","1303"
"Streptomyces_sp._135","3700","2724","2156","1223","6172","3712","1220"
"Streptomyces_sp._INR7","3989","2513","1744","1262","5698","3199","1102"
"Streptomyces_sp._fd1-xmd","3760","2602","1956","1216","5809","3266","1060"
"Streptomyces_sp._HSG2","3201","2456","2140","1066","5519","3457","1105"
"Streptomyces_sp._R527F","15208","1115","715","457","2352","1435","415"
"Streptomyces_sp._S8","4313","1434","1064","662","3297","1844","601"
"Streptomyces_sp._WAC_01529","3230","2355","1854","1062","5260","3196","1068"
"Streptomyces_sp._CB09001","3852","2722","3578","1382","6463","4465","1106"
"Streptomyces_sp._S4.7","3050","2140","1588","946","4956","2736","973"
"Streptomyces_sp._jing01","3360","2626","2228","1112","5740","14306","1432"
"Streptomyces_sp._CCM_MD2014","3592","2621","3172","1690","6310","5763","1581"
"Streptomyces_sp._YPW6","2879","1683","1183","880","3813","2319","744"
"Streptomyces_sp._S063","3149","1388","1097","606","3063","1570","546"
"Streptomyces_sp._S1D4-11","3190","2349","1874","1056","4963","4119","1462"
"Streptomyces_sp._WAC_06738","3561","10126","6193","1197","5603","3247","986"
"Streptomyces_sp._CNQ-509","3307","3629","2503","1059","5067","2746","1038"
"Streptomyces_sp._SUK_48","2666","2075","1772","857","4719","4489","1169"
"Streptomyces_sp._ADI95-16","3061","2048","1478","928","4545","2545","924"
"Streptomyces_sp._Mg1","3036","2099","1454","1021","4623","2758","970"
"Streptomyces_sp._HNA39","2871","1339","946","593","2800","1720","595"
"Streptomyces_sp._NA02536","4819","3378","6673","1498","7340","3605","1369"
"Streptomyces_sp._HF10","2314","1865","1565","842","4062","4191","1032"
"Streptomyces_sp._769","2300","1780","1372","808","3849","2254","766"
"Streptomyces_sp._WA6-1-16","2444","1307","977","565","2940","1604","527"
"Streptomyces_sp._AgN23","2310","1872","1420","750","4021","2382","1145"
"Streptomyces_sp._RPA4-5","1960","1473","1091","646","3301","1875","647"
"Streptomyces_sp._2323.1","1892","1382","940","669","3044","1835","666"
"Streptomyces_sp._WAC00303","2701","945","706","434","2058","1185","383"
"Streptomyces_sp._3211","2468","1607","1099","811","3715","2213","721"
"Streptomyces_sp._CFMR_7","2758","1209","786","578","2704","1546","451"
"Streptomyces_sp._Tue_6075","2106","1014","792","534","2569","1314","469"
"Streptomyces_sp._PAMC_26508","4414","1153","851","549","2900","1594","545"
"Streptomyces_sp._NEAU-S7GS2","1712","1338","908","599","2911","1558","500"
"Streptomyces_sp._XC_2026","1741","1331","928","650","2983","1692","495"
"Streptomyces_sp._EAS-AB2608","2367","2075","1735","897","4307","7085","975"
"Streptomyces_sp._ID38640","1544","1101","837","440","2521","1430","440"
"Streptomyces_sp._CB00271","2002","1147","815","434","2410","1262","459"
"Streptomyces_sp._Sge12","2202","1556","1075","683","3445","1965","642"
"Streptomyces_sp._PBH53","2149","1595","1446","779","3601","6572","848"
"Streptomyces_sp._S501","4181","1047","696","485","2267","1565","369"
"Streptomyces_sp._RLB1-33","3048","2036","1634","1002","4892","3813","1521"
"Streptomyces_sp._MOE7","1622","1310","866","627","3035","1706","551"
"Streptomyces_sp._11-1-2","1804","1674","967","735","3203","2082","775"
"Streptomyces_sp._CRSS-Y-16","4052","1682","1486","964","3682","3983","1120"
"Streptomyces_sp._CB04723","1475","902","603","485","1815","1117","566"
"Streptomyces_sp._A144","2991","3122","2859","2018","8417","3240","1096"
"Streptomyces_sp._CLI2509","2327","1648","1087","836","3658","2034","967"
"Streptomyces_sp._LBUM_1480","5516","3287","4411","802","3991","3460","1170"
"Streptomyces_sp._WA1-19","3122","1404","946","654","2915","1623","430"
"Streptomyces_sp._SS52","2883","2945","2869","2003","7717","3381","829"
"Streptomyces_sp._M56","1755","1475","1032","572","2809","1917","641"
"Streptomyces_sp._M2","3175","1793","1372","959","4353","4555","1252"
"Streptomyces_sp._SGAir0924","2905","2896","3391","2113","8166","3275","772"
"Streptomyces_sp._Tu6071","1818","1261","900","683","2928","1821","501"
"Streptomyces_sp._CB09030","1701","1237","1124","550","3154","1800","598"
"Streptomyces_sp._V17-9","2234","1639","1467","920","3873","2895","1185"
"Streptomyces_sp._HU2014","1560","1140","766","462","2631","1672","651"
"Streptomyces_sp._NA03103","2710","1848","2538","1381","4975","4005","2205"
"Streptomyces_sp._WAC00288","1707","1193","982","496","3343","1508","513"
"Streptomyces_sp._VN1","1698","1677","1371","658","2986","2018","566"
"Streptomyces_sp._BSE6.1","1874","1472","1377","873","3656","2819","1031"
"Streptomyces_sp._endophyte_N2","1185","1093","738","422","2133","1918","543"
"Streptomyces_sp._A1-5","1341","958","786","476","2178","1108","337"
"Streptomyces_sp._KPB2","2178","1601","1444","1026","3309","3059","1760"
"Streptomyces_sp._2114.2","1612","1160","1458","593","2676","1904","591"
"Streptomyces_sp._S1A1-7","2348","1765","1480","551","3549","2862","956"
"Streptomyces_sp._GF20","1288","936","665","399","2076","1174","442"
"Streptomyces_sp._CA-256286","1347","855","636","400","1943","1195","294"
"Streptomyces_sp._604F","1911","873","742","463","2557","1351","488"
"Streptomyces_sp._FR-008","1494","912","1018","316","1903","1094","352"
"Streptomyces_sp._CC0208","3714","2366","1423","809","4992","3699","1391"
"Streptomyces_sp._NBU3104","998","830","520","383","1787","857","344"
"Streptomyces_sp._RLB3-6","4640","2765","3787","1091","5165","4102","1342"
"Streptomyces_sp._OUCMDZ-3434","1498","793","746","408","2096","1115","290"
"Streptomyces_sp._LBUM_1482","3293","2695","4292","921","4986","5970","2748"
"Streptomyces_sp._PLM4","1109","627","411","369","1411","969","309"
"Streptomyces_sp._RLB3-17","2015","1421","1778","595","3220","3193","1044"
"Streptomyces_sp._GBA_94-10","1500","950","1458","325","2154","1152","240"
"Streptomyces_sp._LBUM_1475","3259","2342","6389","974","4757","4633","1068"
"Streptomyces_sp._S1D4-20","2943","2011","2600","765","4096","2871","897"
"Streptomyces_sp._PVA_94-07","1521","913","678","542","1787","1131","627"
"Streptomyces_sp._RLB1-9","3740","2142","1836","1160","5789","5144","1676"
"Streptomyces_sp._A10(2020)","704","859","456","287","1438","883","282"
"Streptomyces_sp._S1D4-23","3091","2247","2123","0","5922","2977","1577"
"Streptomyces_sp._S1D4-14","3625","2931","2405","1443","6121","3686","1725"
"Streptomyces_sp._SM17","1412","609","0","0","1547","817","0"
"Streptomyces_sp._ICC4","1712","2250","657","0","2304","1986","0"
"Streptomyces_sp._ICC1","1305","1358","0","897","3219","1474","847"
"Streptomyces_pristinaespiralis","41680","2805","2187","1285","6418","3499","1169"
"Streptomyces_venezuelae","28447","19472","13765","8357","41820","24386","8036"
"Streptomyces_qaidamensis","7008","2624","2597","1161","6481","5411","1396"
"Streptomyces_cadmiisoli","5168","3702","3460","1680","8800","6169","1858"
"Streptomyces_aurantiacus","4310","3061","2531","1465","7234","4528","1531"
"Streptomyces_alboniger","2834","2081","1543","870","4734","2865","914"
"Streptomyces_koyangensis","2924","2182","1591","1010","5138","2675","904"
"Streptomyces_anulatus","7933","3341","2332","1537","7038","3927","1311"
"Streptomyces_griseus","6375","4206","2998","1768","9461","4902","1734"
"Streptomyces_sp._M54","1117","748","605","377","1792","1098","323"
"Streptomyces_globisporus","21436","5303","3722","2456","11485","6621","2313"
"Streptomyces_microflavus","6602","3815","2775","1991","9942","5347","1720"
"Streptomyces_hygroscopicus","12755","10060","7478","4354","22358","34878","6013"
"Streptomyces_rapamycinicus","4285","4066","2737","1507","7171","4370","1641"
"Streptomyces_violaceusniger","2333","1765","1270","729","3622","2195","832"
"Streptomyces_yatensis","2324","1965","1369","769","3941","2342","798"
"Streptomyces_malaysiensis","1367","1103","615","545","2396","1305","491"
"Streptomyces_calvus","14567","13441","19244","3120","17691","7195","1878"
"Streptomyces_pratensis","11798","2113","1662","961","4913","2647","871"
"Streptomyces_nigra","13002","7634","6004","1577","8274","6382","2382"
"Streptomyces_chartreusis","12584","8832","9588","3407","19703","16352","3902"
"Streptomyces_galilaeus","9587","2970","2732","1196","6508","8398","1378"
"Streptomyces_albus","10603","8453","6273","3897","20205","10239","3531"
"Streptomyces_formicae","8219","6215","4413","2565","14244","7832","2648"
"Streptomyces_lydicus","10023","7904","5490","3463","16999","10037","3577"
"Streptomyces_cavourensis","16139","1167","675","514","2591","1372","510"
"Streptomyces_griseorubiginosus","7726","4992","4135","2262","11600","15035","2967"
"Streptomyces_bathyalis","6872","5163","3478","3322","16705","5091","2048"
"Streptomyces_viridosporus","7977","5328","10511","2408","17824","9526","1612"
"Streptomyces_aquilus","7329","4033","3737","1949","8905","8294","3854"
"Streptomyces_lincolnensis","7099","3810","3493","1619","8652","7838","2037"
"Streptomyces_buecherae","6876","5389","3694","2448","11527","6502","2180"
"Streptomyces_armeniacus","6269","6208","4080","2308","15012","5256","1911"
"Streptomyces_tsukubensis","6822","4733","3485","2029","10918","5946","2101"
"Streptomyces_capitiformicae","6160","6635","6785","1818","12853","9379","2083"
"Streptomyces_bingchenggensis","6287","5262","4092","2300","12189","8522","3034"
"Streptomyces_niveus","7450","5264","3841","2435","11908","6799","2318"
"Streptomyces_cyaneochromogenes","6714","4520","5384","2047","12097","8226","1936"
"Streptomyces_pactum","7029","3188","3694","1623","8763","5065","1328"
"Streptomyces_spectabilis","6531","5191","3659","2074","10706","6527","2274"
"Streptomyces_seoulensis","6573","4831","3979","2162","10826","10116","2480"
"Streptomyces_ferrugineus","6243","4093","4694","1888","11486","7956","2032"
"Streptomyces_cattleya","5870","4664","3404","2237","10823","6029","2346"
"Streptomyces_roseirectus","5488","3736","2928","1711","8583","6319","1826"
"Streptomyces_ambofaciens","6911","4129","4758","2015","10135","6072","1692"
"Streptomyces_phaeolivaceus","5512","3150","3198","1404","7424","6292","1582"
"Streptomyces_lunaelactis","5220","3452","2459","1472","8012","3624","1652"
"Streptomyces_prasinus","5606","3537","5494","1663","9480","5320","1307"
"Streptomyces_tendae","5926","5146","10668","1883","9885","9150","1436"
"Streptomyces_durmitorensis","5180","3439","2618","1510","7354","4513","1467"
"Streptomyces_harbinensis","5355","5230","4712","2077","10966","19426","1300"
"Streptomyces_xinghaiensis","5361","3823","2986","1732","9039","4714","1727"
"Streptomyces_peucetius","5213","2802","2248","1146","6451","3544","1094"
"Streptomyces_xanthii","5314","4022","3433","1853","8653","5638","1850"
"Streptomyces_deccanensis","5654","3347","33339","1192","7290","6403","1507"
"Streptomyces_asoensis","5143","3461","2908","1454","8051","9134","1932"
"Streptomyces_davaonensis","5068","4087","5189","1895","8783","9339","1861"
"Streptomyces_genisteinicus","5124","3665","2791","1714","8511","4516","1497"
"Streptomyces_rimosus","7985","4140","3724","6510","9682","4826","1550"
"Streptomyces_vietnamensis","5129","3550","2584","1544","8089","5224","1600"
"Streptomyces_griseoviridis","4916","3604","2751","1537","7856","6229","1791"
"Streptomyces_albulus","4782","3545","2376","1621","8221","4344","1621"
"Streptomyces_liangshanensis","4575","3440","2513","1392","6961","4305","1543"
"Streptomyces_globosus","4788","3381","2426","1686","7804","4587","1483"
"Streptomyces_alboflavus","4447","3269","2555","1447","7283","4350","1343"
"Streptomyces_actuosus","4867","3871","3296","1787","8992","15259","2023"
"Streptomyces_clavuligerus","4300","3119","2362","1444","7441","3974","1346"
"Streptomyces_dengpaensis","4361","3355","2742","1437","7406","5027","2244"
"Streptomyces_atratus","4112","2612","2025","1158","5715","3236","1177"
"Streptomyces_avermitilis","4362","3338","2837","1391","7677","6323","2800"
"Streptomyces_aureoverticillatus","4311","3192","2374","1427","7074","4259","1385"
"Streptomyces_rectiverticillatus","4448","3509","2473","1527","7484","4306","1415"
"Streptomyces_antibioticus","4542","3411","3386","1545","8000","8399","1849"
"Streptomyces_griseocarneus","4495","3379","2416","1580","7523","4528","1481"
"Streptomyces_griseochromogenes","4270","3322","2659","1497","7180","13497","2337"
"Streptomyces_olivoreticuli","4280","3273","2382","1480","7314","4127","1552"
"Streptomyces_paludis","4076","2951","2273","1421","6690","3852","1324"
"Streptomyces_luteoverticillatus","4385","3422","2532","1475","7480","4259","1420"
"Streptomyces_parvulus","4660","3365","2903","1516","7729","5396","1521"
"Streptomyces_ficellus","4402","3174","2487","1682","8615","4107","1400"
"Streptomyces_lavendulae","4327","3102","2096","1353","6720","3842","1307"
"Streptomyces_exfoliatus","4196","3234","2224","1397","7191","3710","1373"
"Streptomyces_nitrosporeus","3996","2395","1830","1027","5522","3012","999"
"Streptomyces_subrutilus","4156","3052","2019","1377","6580","3816","1230"
"Streptomyces_glaucescens","4233","3401","3251","1549","8593","6754","1544"
"Streptomyces_broussonetiae","3885","2707","2253","1226","6161","8235","1804"
"Streptomyces_collinus","4859","3627","2982","1712","8408","13887","2366"
"Streptomyces_vinaceus","3981","2802","1832","1212","6348","3544","1173"
"Streptomyces_finlayi","3604","2070","1546","895","4655","2597","968"
"Streptomyces_gardneri","4065","2462","1838","1105","5725","3226","969"
"Streptomyces_hawaiiensis","4142","2489","2266","1078","5641","5435","1252"
"Streptomyces_katrae","3946","2843","2012","1371","6221","3442","1125"
"Streptomyces_chromofuscus","3894","2911","2738","1316","6937","5584","1531"
"Streptomyces_coeruleorubidus","4106","2450","2471","1137","6170","5830","1151"
"Streptomyces_nodosus","3522","3001","2580","1464","7058","5892","5066"
"Streptomyces_hundungensis","3656","2672","1870","1235","5905","3635","1186"
"Streptomyces_roseochromogenus","3507","2599","2166","1292","5718","7535","1820"
"Streptomyces_tuirus","3907","2273","2510","1054","5295","5112","1121"
"Streptomyces_dangxiongensis","3460","2350","1864","1031","5696","8001","1389"
"Streptomyces_tirandamycinicus","3408","2627","2034","1178","5917","3475","1139"
"Streptomyces_incarnatus","3341","2619","2054","1197","5848","11768","1745"
"Streptomyces_kanamyceticus","3411","2591","1738","1106","5131","3258","1090"
"Streptomyces_fodineus","3417","2590","2183","1167","6056","9090","1665"
"Streptomyces_inhibens","3187","2381","1682","1015","5219","2870","1144"
"Streptomyces_spongiicola","3341","2544","2037","1046","5550","3231","1075"
"Streptomyces_gilvosporeus","3143","2519","1797","1121","5476","3189","1017"
"Streptomyces_mobaraensis","86788","67805","46339","32579","163766","91424","32585"
"Streptomyces_qinzhouensis","2957","2052","1511","941","4846","2560","931"
"Streptomyces_rutgersensis","3422","2600","1813","1152","5734","3163","1096"
"Streptomyces_fagopyri","3069","2186","1738","887","4700","3468","1206"
"Streptomyces_pluripotens","2816","2080","1740","938","4546","5065","1262"
"Streptomyces_cyanogenus","3245","3308","2910","1036","5336","34804","1363"
"Streptomyces_nojiriensis","3201","2185","1517","902","4849","2807","875"
"Streptomyces_huasconensis","3073","2266","1671","989","5032","2945","992"
"Streptomyces_angustmyceticus","3098","2456","1656","1151","5244","3110","1043"
"Streptomyces_gobiensis","2599","2143","1522","910","5212","2190","787"
"Streptomyces_leeuwenhoekii","2937","2080","1884","992","5398","3556","915"
"Streptomyces_cyaneogriseus","2610","2074","1923","982","5090","3588","900"
"Streptomyces_fungicidicus","4563","3012","5805","1473","7261","3215","1044"
"Streptomyces_decoyicus","1902","1394","980","632","3134","1636","608"
"Streptomyces_lydicamycinicus","1825","1194","829","563","2923","1456","513"
"Streptomyces_auratus","1778","1276","920","587","2696","1604","530"
"Streptomyces_antimycoticus","2132","1634","1192","714","3312","2131","785"
"Streptomyces_xiamenensis","1723","1304","1056","589","3300","1699","567"
"Streptomyces_platensis","1597","1173","758","506","2454","1421","506"
"Streptomyces_albidoflavus","6594","3112","2587","1428","6312","4033","1546"
"Streptomyces_coelicolor","2767","2241","2494","1096","5728","2349","1071"
"Streptomyces_sampsonii","1443","1111","1076","525","2334","1465","757"
"Streptomyces_filamentosus","1783","1041","735","547","2289","1268","458"
"Streptomyces_californicus","3109","1690","986","841","3697","2177","798"
"Streptomyces_olivaceus","3136","2118","1962","1021","4627","3051","929"
"Streptomyces_alfalfae","4187","2824","2464","1105","6242","4059","1374"
"Streptomyces_mirabilis","2833","2192","1292","1124","4280","2866","1229"
"Streptomyces_fradiae","6198","4970","3236","2293","20784","6147","2355"
"Streptomyces_griseofuscus","1809","1197","1054","481","2686","2602","692"
"Streptomyces_scabiei","3142","1736","1763","787","3795","2866","835"
"Streptomyces_murinus","1181","1193","973","413","2340","1505","413"
"Streptomyces_autolyticus","1300","970","592","534","2181","1229","481"
"Streptomyces_albireticuli","1290","958","731","471","2742","1534","468"
"Streptomyces_noursei","1173","893","687","514","2541","1279","396"
"Streptomyces_lividans","2909","2320","2567","1254","4499","3622","1307"
"Streptomyces_cinereoruber","1342","1012","705","524","2278","1266","416"
"Streptomyces_violaceoruber","991","669","388","350","1323","693","355"
"Streptomyces_rubrolavendulae","1493","1371","816","420","3874","1171","288"
"Streptomyces_rochei","922","779","546","428","1547","1323","405"
"Streptomyces_violascens","962","0","0","0","1383","0","0"
"Kitasatospora_sp._MMS16-BH015","5478","4002","2683","1870","9509","4927","1938"
"Kitasatospora_sp._NA04385","5416","3899","2494","1751","8588","4795","1849"
"Kitasatospora_setae","5485","4011","2663","1888","9158","4897","1962"
"Kitasatospora_aureofaciens","4073","3109","2078","1394","7147","3673","1539"
"Kitasatospora_albolonga","1934","1592","1112","690","3585","1793","616"
"Streptacidiphilus_sp._P02-A3a","5164","3719","2731","1893","8894","4852","1910"
"Streptacidiphilus_sp._PB12-B1b","4884","3417","2413","1747","8148","4247","1855"
"Streptacidiphilus_bronchialis","4408","3315","2195","1530","7525","6085","1612"
"Yinghuangia_sp._ASG_101","6409","4360","2954","1989","10050","5589","1837"
"Mycolicibacterium_gadium","10666","2250","1496","642","3256","3193","573"
"Mycolicibacterium_sp._YH-1","6980","2769","1843","961","5006","4492","1063"
"Mycolicibacterium_litorale","7896","4721","3216","1814","8710","8437","1509"
"Mycolicibacterium_neoaurum","7030","5024","3469","1141","5149","3561","896"
"Mycolicibacterium_rhodesiae","6496","2499","1595","723","3728","3402","592"
"Mycolicibacterium_gilvum","7082","2435","1724","823","3899","3352","688"
"Mycolicibacterium_pulveris","5676","2293","1572","1050","5887","5656","822"
"Mycolicibacterium_moriokaense","5211","2468","1857","945","4312","4712","717"
"Mycolicibacterium_rutilum","5834","3610","2213","1219","5865","13352","962"
"Mycolicibacterium_smegmatis","6641","5024","2948","2664","7460","6647","1309"
"Mycolicibacterium_chitae","5068","2397","1513","980","4592","3113","835"
"Mycolicibacterium_thermoresistibile","4823","2002","1375","1053","4710","3173","824"
"Mycolicibacterium_phlei","5168","2890","1879","1108","6238","5581","1015"
"Mycolicibacterium_celeriflavum","4649","2704","1565","806","4382","6297","642"
"Mycolicibacterium_arabiense","4268","2405","1609","886","4480","3186","827"
"Mycolicibacterium_sediminis","4149","2434","1608","1039","4814","3444","860"
"Mycolicibacterium_hassiacum","4396","2645","1610","1114","5502","3976","1075"
"Mycolicibacterium_madagascariense","3986","2433","1620","954","4957","3453","893"
"Mycolicibacterium_mageritense","4051","2763","1804","1369","4711","3589","771"
"Mycolicibacterium_vaccae","4014","2431","1570","962","4542","3943","812"
"Mycolicibacterium_parafortuitum","4006","2367","1501","928","4273","3847","770"
"Mycolicibacterium_chubuense","3983","2493","1639","926","4677","3832","935"
"Mycolicibacterium_fortuitum","4330","8685","7390","1208","5255","6050","1158"
"Mycolicibacterium_tokaiense","3674","1823","1261","815","3693","2361","734"
"Mycolicibacterium_monacense","4383","2339","1458","1108","5103","4853","762"
"Mycolicibacterium_duvalii","3617","1948","1371","855","4103","3516","760"
"Mycolicibacterium_psychrotolerans","3669","2241","1478","851","4555","3398","815"
"Mycolicibacterium_poriferae","3512","2026","1436","743","4041","3009","678"
"Mycolicibacterium_fluoranthenivorans","3128","1834","1139","674","3430","2583","624"
"Mycolicibacterium_confluentis","3124","1671","1134","694","3217","2492","646"
"Mycolicibacterium_aurum","3050","1771","1181","630","3440","2786","622"
"Mycolicibacterium_baixiangningiae","3049","1698","1151","721","3370","3171","625"
"Mycolicibacterium_phocaicum","3816","2262","1561","984","4629","3213","1545"
"Mycolicibacterium_fallax","3349","2042","1279","936","4535","2562","778"
"Mycolicibacterium_boenickei","5454","3737","2345","1185","6191","4370","995"
"Mycolicibacterium_mengxianglii","2527","1309","922","531","2739","1962","503"
"Mycolicibacterium_insubricum","2701","1618","1089","726","3446","2115","653"
"Mycolicibacterium_anyangense","2461","1411","905","611","2948","1915","613"
"Mycolicibacterium_aichiense","2414","1514","955","617","2968","2163","532"
"Mycolicibacterium_austroafricanum","10045","5818","3965","2212","10892","9548","2019"
"Mycolicibacterium_helvum","2152","1265","909","522","2370","1731","412"
"Mycobacterium_doricum","2334","1258","870","487","2370","2005","428"
"Mycolicibacterium_alvei","2286","1420","950","501","2380","1577","350"
"Mycolicibacterium_mucogenicum","2167","1361","832","516","2489","2159","743"
"Mycolicibacterium_sarraceniae","1687","893","608","391","1741","1344","330"
"Mycolicibacterium_septicum","2217","1225","705","366","2414","1440","380"
"Mycolicibacterium_farcinogenes","3274","2173","1315","726","3643","2444","709"
"Mycolicibacterium_vanbaalenii","6702","3285","1969","1557","6836","5186","1365"
"Mycolicibacterium_nivoides","1909","940","690","260","1687","1095","293"
"Mycobacterium_sp._JS623","5716","4942","3438","1418","5448","14288","1516"
"Mycobacterium_sp._IDR2000157661","4000","2313","1488","790","4365","3906","623"
"Mycobacterium_sp._YC-RL4","4457","1740","1208","656","3241","2261","518"
"Mycobacterium_sp._MS1601","2511","1372","932","562","2590","1815","492"
"Mycobacterium_sp._DL592","2421","1435","927","590","2730","2093","514"
"Mycobacterium_sp._EPa45","2256","1383","956","536","2686","2142","559"
"Mycobacterium_sp._DL440","2083","1210","751","410","2139","1462","424"
"Mycobacterium_sp._TY59","1824","952","609","377","1879","1452","376"
"Mycobacterium_sp._WY10","1096","922","640","366","1476","1926","1379"
"Mycobacterium_sp._PYR15","902","909","601","326","1467","1432","894"
"Mycobacterium_sp._20KCMC460","1670","1059","980","616","2327","1455","468"
"Mycobacterium_sp._MOTT36Y","521","491","188","157","971","586","0"
"Mycobacterium_sp._IWGMT90018-18076","712","450","0","0","767","552","0"
"Mycobacterium_saskatchewanense","2858","1865","1192","852","3834","2593","650"
"Mycobacterium_parmense","2784","1647","1164","666","3399","2496","672"
"Mycobacterium_kubicae","2345","1415","957","674","3032","2179","574"
"Mycobacterium_shigaense","2022","1212","777","492","2407","1894","464"
"Mycobacterium_simiae","1826","1146","729","496","2290","1693","480"
"Mycobacterium_florentinum","1973","1214","851","471","2358","1801","424"
"Mycobacterium_stomatepiae","1832","1130","823","501","2336","1703","426"
"Mycobacterium_lentiflavum","1867","1265","878","490","2399","1787","421"
"Mycobacterium_heidelbergense","1836","1180","765","463","2328","1856","476"
"Mycobacterium_avium","6419","3868","2803","2177","8589","5811","1814"
"Mycobacterium_mantenii","2020","1043","773","450","2175","1704","436"
"Mycobacterium_colombiense","2057","1061","692","511","2238","1712","456"
"Mycobacterium_intracellulare","15827","6793","4407","5175","16647","12070","2354"
"Mycobacterium_marseillense","1624","1094","670","444","2286","1691","493"
"Mycobacterium_paraintracellulare","2969","2051","1479","686","4232","2635","627"
"Mycobacterium_diernhoferi","6704","1725","1119","678","3457","2299","630"
"Mycobacterium_frederiksbergense","6333","1943","1213","738","3844","2484","617"
"Mycobacterium_holsaticum","5444","2020","1312","779","3991","5868","669"
"Mycobacterium_grossiae","4576","2810","1889","1192","5777","3967","1080"
"Mycobacterium_rufum","4281","2467","1714","1058","5499","4508","1164"
"Mycobacterium_dioxanotrophicus","3551","2159","1435","792","4152","4827","776"
"Mycobacterium_goodii","3462","10247","7051","3924","6814","17554","766"
"Mycobacterium_conspicuum","2650","1524","1003","612","3147","2331","547"
"Mycobacterium_canettii","1277","855","477","355","1650","1065","330"
