"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Burkholderia_sp._B21-005","0","0","481","0","521","0","0","0"
"Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri","0","0","11","0","0","16","0","10"
"Candidatus_Mikella_endobia","0","0","10","0","15","14","0","18"
"Phytobacter_sp._SCO41","0","0","35","0","37","28","0","26"
"Serratia_sp._MYb239","0","0","163","0","180","360","0","136"
"Serratia_sp._JSRIV006","0","0","91","0","0","0","0","0"
"Wigglesworthia_glossinidia","0","0","11","0","14","12","0","12"
"Edwardsiella_sp._EA181011","0","0","142","0","0","0","0","0"
"Aeromonas_sp._FDAARGOS_1418","0","0","161","0","0","0","0","0"
"Shewanella_sp._LZH-2","0","0","81","0","0","61","0","76"
"Alteromonas_stellipolaris","0","0","32","0","31","54","0","0"
"Agarivorans_sp._B2Z047","0","0","24","0","27","21","0","37"
"Pseudoalteromonas_sp._A22","0","0","54","0","0","0","0","0"
"Pseudoalteromonas_sp._KAN5","0","0","57","0","65","92","0","0"
"Vibrio_qinghaiensis","0","0","32","0","24","42","0","24"
"Campylobacter_sp._RM6914","0","0","12","0","15","0","0","11"
"Sulfurimonas_sp._H1576","0","0","13","0","0","0","0","0"
"Sulfurimonas_lithotrophica","0","0","14","0","12","0","0","15"
"Halarcobacter_anaerophilus","0","0","33","0","0","0","0","0"
"Acidithiobacillus_sp._'AMD_consortium'","0","0","170","0","157","250","0","185"
"Streptomyces_violascens","0","0","939","0","1060","957","0","949"
"Microbacterium_sp._Se63.02b","0","0","781","0","1413","938","0","0"
"Curtobacterium_sp._csp3","0","0","1180","0","0","0","0","0"
"Bacillus_sp._H8-1","0","0","244","0","0","229","0","227"
"Bacillus_inaquosorum","0","0","244","0","0","247","0","179"
"Bacillus_spizizenii","0","0","78","0","0","73","0","776"
"Geobacillus_kaustophilus","0","0","193","0","153","0","0","97"
"Anoxybacillus_kamchatkensis","0","0","76","0","79","0","0","69"
"Anoxybacillus_gonensis","0","0","60","0","0","73","0","67"
"Paenibacillus_sp._S02","0","0","74","0","0","132","0","75"
"Paenibacillus_sp._lzh-N1","0","0","139","0","0","0","0","171"
"Brevibacillus_sp._7WMA2","0","0","60","0","0","0","0","0"
"Planococcus_kocurii","0","0","57","0","42","42","0","0"
"Sporosarcina_sp._P37","0","0","75","0","67","64","0","62"
"Staphylococcus_hyicus","0","0","24","0","0","15","0","21"
"Staphylococcus_chromogenes","0","0","18","0","0","24","0","22"
"Staphylococcus_agnetis","0","0","15","0","0","0","0","25"
"Staphylococcus_caprae","0","0","18","0","0","19","0","0"
"Staphylococcus_piscifermentans","0","0","16","0","0","0","0","37"
"Mammaliicoccus_vitulinus","0","0","15","0","0","16","0","41"
"Listeria_welshimeri","0","0","18","0","0","0","0","30"
"Lactobacillus_jensenii","0","0","13","0","41","0","0","17"
"Weissella_jogaejeotgali","0","0","22","0","0","0","0","0"
"Ligilactobacillus_animalis","0","0","32","0","29","27","0","24"
"Lentilactobacillus_kefiri","0","0","15","0","0","0","0","21"
"Latilactobacillus_fuchuensis","0","0","13","0","0","12","0","11"
"Pediococcus_damnosus","0","0","16","0","25","17","0","19"
"Paucilactobacillus_hokkaidonensis","0","0","14","0","0","0","0","0"
"Amylolactobacillus_amylophilus","0","0","35","0","41","39","0","38"
"Streptococcus_dysgalactiae","0","0","89","0","0","45","0","122"
"Streptococcus_ferus","0","0","27","0","18","31","0","16"
"Streptococcus_gallolyticus","0","0","44","0","0","0","0","0"
"Streptococcus_iniae","0","0","13","0","0","0","0","13"
"Enterococcus_rotai","0","0","10","0","11","0","0","15"
"Enterococcus_saigonensis","0","0","26","0","0","37","0","39"
"Clostridium_diolis","0","0","171","0","150","86","0","0"
"Coprococcus_eutactus","0","0","35","0","21","0","0","32"
"Eubacterium_sp._NSJ-61","0","0","25","0","40","31","0","0"
"Nostoc_sp._PCC_7120_=_FACHB-418","0","0","355","0","478","374","0","0"
"Trichormus_variabilis","0","0","220","0","0","0","0","0"
"Cylindrospermopsis_curvispora","0","0","35","0","0","0","0","0"
"Synechococcus_sp._PCC_11901","0","0","245","0","85","81","0","112"
"Synechococcus_sp._PCC_7002","0","0","213","0","52","0","0","55"
"Synechococcus_sp._PCC_7117","0","0","179","0","85","71","0","75"
"Synechococcus_sp._PCC_73109","0","0","137","0","58","0","0","0"
"Limnospira_indica","0","0","187","0","62","48","0","0"
"Limnospira_fusiformis","0","0","55","0","0","0","0","0"
"Microcystis_viridis","0","0","47","0","0","0","0","0"
"Thermoleptolyngbya_sichuanensis","0","0","314","0","263","0","0","221"
"Mycoplasma_sp._SG1","0","0","10","0","0","13","0","0"
"Fervidobacterium_nodosum","0","0","24","0","0","18","0","32"
"Petrotoga_mobilis","0","0","22","0","0","21","0","28"
"Thermodesulfobacterium_commune","0","0","40","0","25","26","0","23"
"Thermodesulfobacterium_sp._TA1","0","0","15","0","16","15","0","0"
"Pseudoleptotrichia_goodfellowii","0","0","14","0","0","20","0","12"
"Kazachstania_africana","0","0","13","0","0","0","0","11"
"Bartonella_schoenbuchensis","0","0","0","0","18","0","0","0"
"Wolbachia_endosymbiont_of_Cimex_lectularius","0","0","0","0","65","37","0","0"
"Ehrlichia_canis","0","0","0","0","16","0","0","0"
"Candidatus_Pelagibacter_sp._HIMB1321","0","0","0","0","18","12","0","33"
"Candidatus_Pelagibacter_giovannonii","0","0","0","0","18","16","0","24"
"Candidatus_Kinetoplastibacterium_crithidii","0","0","0","0","12","0","0","12"
"Enterobacter_sp._DNB-S2","0","0","0","0","69","0","0","60"
"Citrobacter_sp._RHB35-C21","0","0","0","0","133","0","0","0"
"Candidatus_Blochmannia_vicinus","0","0","0","0","13","0","0","0"
"Candidatus_Purcelliella_pentastirinorum","0","0","0","0","15","0","0","0"
"Dickeya_oryzae","0","0","0","0","49","42","0","35"
"Providencia_stuartii","0","0","0","0","88","124","0","0"
"Proteus_penneri","0","0","0","0","38","0","0","0"
"Arsenophonus_endosymbiont_of_Aphis_craccivora","0","0","0","0","16","21","0","16"
"Shewanella_sp._MEBiC00475","0","0","0","0","36","0","0","0"
"Vibrio_jasicida","0","0","0","0","33","0","0","36"
"Vibrio_sp._B1FIG11","0","0","0","0","58","0","0","73"
"Vibrio_sp._B1ASS3","0","0","0","0","33","0","0","0"
"Acinetobacter_sp._PK01","0","0","0","0","32","0","0","0"
"Acinetobacter_bereziniae","0","0","0","0","50","0","0","0"
"Psychrobacter_sp._AntiMn-1","0","0","0","0","91","0","0","0"
"Moraxella_ovis","0","0","0","0","29","0","0","0"
"Aggregatibacter_sp._oral_taxon_513","0","0","0","0","27","0","0","0"
"Actinobacillus_lignieresii","0","0","0","0","26","0","0","15"
"Actinobacillus_equuli","0","0","0","0","14","0","0","15"
"Mannheimia_ovis","0","0","0","0","33","0","0","30"
"Campylobacter_geochelonis","0","0","0","0","14","11","0","13"
"Campylobacter_hyointestinalis","0","0","0","0","14","0","0","0"
"Sulfurimonas_hydrogeniphila","0","0","0","0","32","39","0","16"
"Candidatus_Nanopelagicus_abundans","0","0","0","0","26","0","0","23"
"Bacillus_sp._PGP15","0","0","0","0","137","5794","0","0"
"Bacillus_sp._ms-22","0","0","0","0","46","0","0","0"
"[Bacillus]_caldolyticus","0","0","0","0","132","0","0","0"
"Gemella_morbillorum","0","0","0","0","28","0","0","0"
"Staphylococcus_warneri","0","0","0","0","25","0","0","0"
"Abyssicoccus_albus","0","0","0","0","16","18","0","21"
"Lactobacillus_panisapium","0","0","0","0","19","20","0","17"
"Lactobacillus_kullabergensis","0","0","0","0","15","0","0","0"
"Lactobacillus_kefiranofaciens","0","0","0","0","25","0","0","32"
"Lactobacillus_apis","0","0","0","0","12","0","0","0"
"Weissella_paramesenteroides","0","0","0","0","19","0","0","0"
"Liquorilactobacillus_mali","0","0","0","0","18","16","0","20"
"Apilactobacillus_kunkeei","0","0","0","0","15","12","0","0"
"Streptococcus_pseudoporcinus","0","0","0","0","24","0","0","0"
"Streptococcus_halotolerans","0","0","0","0","12","0","0","12"
"Streptococcus_uberis","0","0","0","0","13","0","0","0"
"Streptococcus_infantis","0","0","0","0","15","16","0","22"
"Lactococcus_protaetiae","0","0","0","0","18","0","0","0"
"Enterococcus_thailandicus","0","0","0","0","16","0","0","16"
"Vagococcus_penaei","0","0","0","0","25","0","0","17"
"Tetragenococcus_osmophilus","0","0","0","0","19","0","0","18"
"Melissococcus_plutonius","0","0","0","0","13","0","0","0"
"Aerococcus_urinaehominis","0","0","0","0","16","19","0","18"
"Jeotgalibaca_dankookensis","0","0","0","0","21","17","0","28"
"Granulicatella_adiacens","0","0","0","0","19","0","0","22"
"Mogibacterium_diversum","0","0","0","0","17","32","0","29"
"Blautia_sp._SC05B48","0","0","0","0","70","0","0","62"
"Coprococcus_sp._ART55/1","0","0","0","0","22","28","0","53"
"Veillonella_atypica","0","0","0","0","18","0","0","0"
"Longicatena_caecimuris","0","0","0","0","27","41","0","42"
"Amedibacterium_intestinale","0","0","0","0","27","0","0","0"
"Malacoplasma_iowae","0","0","0","0","38","28","0","0"
"Candidatus_Rhabdochlamydia_porcellionis","0","0","0","0","39","29","0","48"
"Candidatus_Rhabdochlamydia_oedothoracis","0","0","0","0","18","0","0","0"
"Chlamydia_suis","0","0","0","0","26","38","0","29"
"Chlamydia_pneumoniae","0","0","0","0","10","0","0","0"
"Thiospirochaeta_perfilievii","0","0","0","0","18","17","0","17"
"Wolbachia_endosymbiont_of_Ctenocephalides_felis_wCfeT","0","0","0","0","0","14","0","0"
"Wolbachia_pipientis","0","0","0","0","0","45","0","59"
"Rickettsia_endosymbiont_of_Ixodes_scapularis","0","0","0","0","0","27","0","34"
"Rickettsia_asiatica","0","0","0","0","0","40","0","0"
"Klebsiella_sp._BDA134-6","0","0","0","0","0","359","0","0"
"Citrobacter_youngae","0","0","0","0","0","50","0","52"
"Leclercia_sp._LSNIH1","0","0","0","0","0","181","0","180"
"Candidatus_Tachikawaea_gelatinosa","0","0","0","0","0","13","0","16"
"Halomonas_alkaliphila","0","0","0","0","0","101","0","165"
"Psychrobacter_sp._P11G5","0","0","0","0","0","59","0","34"
"Legionella_endosymbiont_of_Polyplax_serrata","0","0","0","0","0","12","0","15"
"Francisella_persica","0","0","0","0","0","10","0","11"
"Campylobacter_helveticus","0","0","0","0","0","14","0","0"
"Helicobacter_suis","0","0","0","0","0","15","0","28"
"Helicobacter_pullorum","0","0","0","0","0","12","0","0"
"Malaciobacter_mytili","0","0","0","0","0","24","0","0"
"Bacillus_bombysepticus","0","0","0","0","0","241","0","0"
"Bacillus_sp._B25(2016b)","0","0","0","0","0","179","0","0"
"Bacillus_sp._TK-2","0","0","0","0","0","162","0","0"
"Bacillus_sp._MBGLi79","0","0","0","0","0","69","0","0"
"Lactobacillus_acetotolerans","0","0","0","0","0","19","0","16"
"Weissella_viridescens","0","0","0","0","0","18","0","0"
"Pediococcus_inopinatus","0","0","0","0","0","22","0","0"
"Pediococcus_pentosaceus","0","0","0","0","0","15","0","27"
"Latilactobacillus_graminis","0","0","0","0","0","16","0","0"
"Oenococcus_oeni","0","0","0","0","0","19","0","27"
"Paucilactobacillus_nenjiangensis","0","0","0","0","0","27","0","17"
"Vagococcus_xieshaowenii","0","0","0","0","0","21","0","0"
"Vagococcus_coleopterorum","0","0","0","0","0","14","0","0"
"Thermodesulfobium_narugense","0","0","0","0","0","30","0","25"
"Spiroplasma_endosymbiont_of_'Nebria_riversi'","0","0","0","0","0","14","0","18"
"Spiroplasma_eriocheiris","0","0","0","0","0","52","0","0"
"Chlamydia_trachomatis","0","0","0","0","0","21","0","18"
"Capnocytophaga_sp._oral_taxon_864","0","0","0","0","0","32","0","0"
"Prevotella_sp._E2-25","0","0","0","0","0","54","0","0"
"Thermotoga_sp._2812B","0","0","0","0","0","125","0","84"
"Eremothecium_sinecaudum","0","0","0","0","0","16","0","16"
"Komagataella_phaffii","0","0","0","0","0","13","0","13"
"Bacillus_sp._PAMC26543","0","0","0","0","0","0","105","117"
"Bartonella_sp._WD16.2","0","0","0","0","0","0","0","34"
"Bartonella_krasnovii","0","0","0","0","0","0","0","23"
"Wolbachia_endosymbiont_of_Folsomia_candida","0","0","0","0","0","0","0","21"
"Wolbachia_endosymbiont_of_Dirofilaria_(Dirofilaria)_immitis","0","0","0","0","0","0","0","28"
"Rickettsia_conorii","0","0","0","0","0","0","0","44"
"Rickettsia_australis","0","0","0","0","0","0","0","16"
"Candidatus_Pelagibacter_sp._RS39","0","0","0","0","0","0","0","12"
"Polynucleobacter_sp._MG-5-Ahmo-C2","0","0","0","0","0","0","0","59"
"Polaromonas_sp._SP1","0","0","0","0","0","0","0","5523"
"Vitreoscilla_sp._C1","0","0","0","0","0","0","0","74"
"Enterobacter_sp._BIDMC100","0","0","0","0","0","0","0","215"
"Enterobacter_cloacae_complex_sp._ECL414","0","0","0","0","0","0","0","257"
"Enterobacter_sp._18A13","0","0","0","0","0","0","0","62"
"Citrobacter_sp._CFNIH10","0","0","0","0","0","0","0","165"
"Citrobacter_sp._FDAARGOS_156","0","0","0","0","0","0","0","62"
"Blochmannia_endosymbiont_of_Camponotus_(Colobopsis)_obliquus","0","0","0","0","0","0","0","11"
"secondary_endosymbiont_of_Heteropsylla_cubana","0","0","0","0","0","0","0","13"
"Candidatus_Gullanella_endobia","0","0","0","0","0","0","0","12"
"Enterobacteriaceae_endosymbiont_of_Donacia_tomentosa","0","0","0","0","0","0","0","36"
"Serratia_sp._JSRIV004","0","0","0","0","0","0","0","76"
"Shewanella_sp._W3-18-1","0","0","0","0","0","0","0","135"
"Shewanella_japonica","0","0","0","0","0","0","0","42"
"Shewanella_polaris","0","0","0","0","0","0","0","27"
"Pseudoalteromonas_donghaensis","0","0","0","0","0","0","0","124"
"Vibrio_hyugaensis","0","0","0","0","0","0","0","25"
"Acinetobacter_sp._NEB149","0","0","0","0","0","0","0","76"
"Acinetobacter_sp._WCHA55","0","0","0","0","0","0","0","29"
"Acinetobacter_sp._WY4","0","0","0","0","0","0","0","24"
"Psychrobacter_sp._KH172YL61","0","0","0","0","0","0","0","63"
"Psychrobacter_sp._KCTC_72983","0","0","0","0","0","0","0","34"
"Candidatus_Vesicomyosocius_okutanii","0","0","0","0","0","0","0","35"
"Candidatus_Ruthia_endofausta","0","0","0","0","0","0","0","19"
"endosymbiont_of_Sipalinus_gigas","0","0","0","0","0","0","0","15"
"Cycloclasticus_zancles","0","0","0","0","0","0","0","94"
"Francisella_uliginis","0","0","0","0","0","0","0","10"
"Abyssogena_phaseoliformis_symbiont","0","0","0","0","0","0","0","15"
"endosymbiont_of_Euscepes_postfasciatus","0","0","0","0","0","0","0","12"
"Campylobacter_lari","0","0","0","0","0","0","0","21"
"Campylobacter_avium","0","0","0","0","0","0","0","11"
"Campylobacter_sputorum","0","0","0","0","0","0","0","11"
"Campylobacter_lanienae","0","0","0","0","0","0","0","14"
"Sulfurimonas_autotrophica","0","0","0","0","0","0","0","13"
"Helicobacter_hepaticus","0","0","0","0","0","0","0","37"
"Helicobacter_canadensis","0","0","0","0","0","0","0","15"
"Helicobacter_bilis","0","0","0","0","0","0","0","17"
"Streptomyces_sp._HNM0561","0","0","0","0","0","0","0","1969"
"Bacillus_sp._PDNC022","0","0","0","0","0","0","0","86"
"Geobacillus_sp._GHH01","0","0","0","0","0","0","0","201"
"Virgibacillus_sp._6R","0","0","0","0","0","0","0","120"
"Virgibacillus_pantothenticus","0","0","0","0","0","0","0","123"
"Sporosarcina_sp._P33","0","0","0","0","0","0","0","49"
"Staphylococcus_sp._MI_10-1553","0","0","0","0","0","0","0","16"
"Staphylococcus_cohnii","0","0","0","0","0","0","0","33"
"Staphylococcus_lloydii","0","0","0","0","0","0","0","21"
"Staphylococcus_debuckii","0","0","0","0","0","0","0","19"
"Staphylococcus_condimenti","0","0","0","0","0","0","0","17"
"Exiguobacterium_sp._ZWU0009","0","0","0","0","0","0","0","75"
"Gemella_sanguinis","0","0","0","0","0","0","0","24"
"Lactobacillus_sp._CBA3606","0","0","0","0","0","0","0","21"
"Lactobacillus_amylolyticus","0","0","0","0","0","0","0","23"
"Weissella_coleopterorum","0","0","0","0","0","0","0","27"
"Weissella_koreensis","0","0","0","0","0","0","0","21"
"Leuconostoc_pseudomesenteroides","0","0","0","0","0","0","0","37"
"Ligilactobacillus_saerimneri","0","0","0","0","0","0","0","38"
"Companilactobacillus_allii","0","0","0","0","0","0","0","24"
"Bombilactobacillus_bombi","0","0","0","0","0","0","0","13"
"Streptococcus_sp._zg-86","0","0","0","0","0","0","0","17"
"Streptococcus_parasanguinis","0","0","0","0","0","0","0","19"
"Streptococcus_himalayensis","0","0","0","0","0","0","0","14"
"Streptococcus_marmotae","0","0","0","0","0","0","0","12"
"Carnobacterium_sp._17-4","0","0","0","0","0","0","0","48"
"Carnobacterium_viridans","0","0","0","0","0","0","0","23"
"Aerococcus_viridans","0","0","0","0","0","0","0","57"
"Candidatus_Arthromitus_sp._SFB-rat-Yit","0","0","0","0","0","0","0","39"
"Caldicellulosiruptor_saccharolyticus","0","0","0","0","0","0","0","33"
"Veillonella_sp._S12025-13","0","0","0","0","0","0","0","32"
"Erysipelothrix_sp._HDW6C","0","0","0","0","0","0","0","18"
"Erysipelothrix_inopinata","0","0","0","0","0","0","0","16"
"Faecalitalea_cylindroides","0","0","0","0","0","0","0","33"
"Anaerococcus_prevotii","0","0","0","0","0","0","0","34"
"Mycoplasmopsis_synoviae","0","0","0","0","0","0","0","88"
"Spiroplasma_platyhelix","0","0","0","0","0","0","0","14"
"Spiroplasma_litorale","0","0","0","0","0","0","0","48"
"Mesoplasma_lactucae","0","0","0","0","0","0","0","23"
"Williamsoniiplasma_somnilux","0","0","0","0","0","0","0","25"
"Acholeplasma_laidlawii","0","0","0","0","0","0","0","34"
"Metamycoplasma_hominis","0","0","0","0","0","0","0","41"
"Chlamydia_abortus","0","0","0","0","0","0","0","36"
"Chlamydiifrater_phoenicopteri","0","0","0","0","0","0","0","16"
"Borrelia_sp._HM","0","0","0","0","0","0","0","95"
"Brachyspira_hyodysenteriae","0","0","0","0","0","0","0","35"
"Candidatus_Minimicrobia_vallesae","0","0","0","0","0","0","0","73"
"Thermotoga_petrophila","0","0","0","0","0","0","0","111"
"Fusobacterium_mortiferum","0","0","0","0","0","0","0","12"
