"","SRR25582257","SRR25582262","SRR25582261","SRR25582258","SRR25582263","SRR25582255","SRR25582259","SRR25582254","SRR25582260","SRR25582256","SRR8921820","SRR8921819","SRR8921825","SRR8921818","SRR8921821"
"2071607",3403,8947,10063,8582,6324,5305,5385,4390,2697,514,61,47,147,83,53
"161493",1793,8454,10033,8613,7501,4100,8000,3053,3496,572,142,122,198,138,98
"265",4417,10033,9363,9059,8336,6914,7216,5286,5518,822,205,225,228,218,183
"404405",1655,8890,10032,8974,6448,4934,6040,3176,3126,690,111,84,128,100,89
"3075825",2439,4201,3709,3189,3086,2959,3527,2846,1439,10026,52,29,86,35,37
"2769491",5278,9981,7265,5332,7924,6202,3535,6755,2789,418,68,49,92,74,75
"204441",5523,7686,9959,8748,6431,8910,6151,6657,3431,1007,260,283,276,232,250
"46165",9899,8180,7575,7729,6858,6954,6680,5320,3186,835,103,92,1688,166,73
"1379270",2623,7550,9885,8404,7069,3220,5795,2633,2956,641,79,67,170,129,85
"2708539",3075,5904,7223,5848,4643,9867,4096,5206,2433,453,184,144,153,143,136
"2714944",6268,7648,9867,8593,6137,6643,5021,5835,2203,544,63,47,229,110,51
"658062",3429,5790,9843,8034,5342,4039,5330,3239,2670,599,183,174,284,215,268
"391953",2367,9836,8624,7720,6501,5123,6187,3758,2937,592,111,110,138,112,142
"198618",316,9792,8195,2347,1946,1630,1243,1284,1383,260,12,19,22,18,23
"649831",5165,8042,6759,7030,6720,5477,9786,4633,3240,804,90,61,126,92,69
"69666",2338,8396,9738,8742,7127,5443,6359,4253,3591,689,173,141,231,166,143
"2501295",9657,1048,1188,1134,742,7873,775,5042,400,748,34,33,16,28,28
"904039",4657,9640,6257,6002,9069,9440,6977,8336,4635,346,49,46,128,55,38
"1526658",3182,8784,9608,8962,7095,5787,7296,4765,3528,763,265,262,274,269,235
"343",7111,6225,6928,6010,4768,9601,4346,6499,2514,1290,98,86,128,118,86
"101571",5621,8597,9554,9076,7150,5392,6531,3904,3255,682,118,95,182,132,97
"2886352",653,4866,452,1933,9530,3790,1519,6474,582,13,8,3,7,11,8
"1521768",4354,8281,9430,9527,7187,5886,8655,4843,3784,597,523,498,407,441,402
"1716",5516,9481,9526,9167,7861,7813,7573,5917,4884,725,184,148,236,185,141
"2509458",9513,4392,3690,3762,3466,4780,3421,3643,1836,285,60,43,95,60,48
"375",3559,8203,8829,8239,6707,5296,9480,4375,3323,1806,370,381,506,401,286
"363835",4419,7981,9449,8541,6509,6337,5210,5228,2358,592,84,73,220,118,77
"242606",9443,2840,3173,3099,2164,8747,2056,5601,1133,1459,66,64,66,63,54
"1708",4499,9440,7991,7885,8359,6491,9000,5145,5431,568,79,73,160,108,57
"48",1487,7637,9264,7790,6861,3906,9438,3398,2962,549,160,154,238,214,101
"1141883",9417,5728,6375,5802,4711,6740,4132,5741,2114,512,98,91,122,115,85
"2904253",4890,6078,5298,4601,4033,9411,3450,6578,2432,1162,75,52,102,84,63
"1636152",4716,8865,9321,9152,7331,6079,8024,4859,3276,572,126,130,241,170,131
"2045208",2779,8262,9301,7543,6705,6113,5119,5988,2632,799,120,93,155,133,100
"564369",9297,2033,2345,2428,1660,9296,1524,5935,812,1499,58,50,50,50,56
"3016000",2308,8245,9293,8384,6903,5558,5945,5479,3352,722,156,142,235,174,145
"858423",3997,8178,9078,9291,6925,5382,8552,4336,3741,680,935,1039,535,995,779
"453783",6140,9275,8689,8049,6330,9230,5689,6244,3402,1156,119,133,139,119,99
"2865112",5193,8258,6943,5989,5200,9262,4368,6630,2808,1126,68,71,83,81,68
"2010972",2862,6297,7952,6391,5090,9254,4674,4911,2594,522,159,129,160,134,116
"37326",4982,9250,8619,8459,7582,7212,7486,5305,3317,778,118,87,212,117,77
"2202249",5890,7761,7177,7279,6616,6261,9187,5164,2792,1380,94,78,196,97,59
"2986947",264,9183,6424,1786,1465,1528,1083,1070,1319,241,18,9,16,17,12
"242605",8624,1709,1894,1871,1281,9128,1165,5709,701,1724,51,54,40,45,40
"2736640",5919,9123,7586,7755,8279,7102,7558,5725,3239,604,88,65,210,107,65
"2740529",2051,9102,7312,6686,7426,4276,9048,3737,2961,319,102,108,161,119,104
"2582905",6295,7099,5393,5135,7130,9098,5508,7550,2424,375,101,96,123,82,59
"1892855",2686,9051,8589,8366,7808,6202,5131,4937,2339,514,127,92,155,111,76
"715473",5107,5744,5496,5405,4973,9048,4960,9037,2134,512,87,61,136,95,61
"1750527",5211,9044,8580,8087,6782,7678,6925,5794,3253,861,125,125,155,142,118
"380",3282,8593,9028,8556,6757,5591,7039,4147,3560,654,252,216,260,215,235
"28105",3009,8254,9008,8410,6829,5272,6918,3954,3512,596,243,275,280,222,185
"466153",4404,7912,8324,8999,6766,7001,8284,5756,2973,567,182,135,200,182,159
"722472",5130,7928,8703,8984,6572,5282,8532,4577,3651,589,692,612,752,636,535
"34071",8954,5493,6087,5521,4486,5852,3917,5475,1950,490,85,96,120,111,101
"34029",1940,8941,8695,7657,6008,4330,5800,2906,2769,570,102,68,131,122,101
"2763317",4520,8898,7690,6389,5623,8009,4790,5556,3053,959,91,75,73,86,63
"1805827",2323,8895,3663,4004,4702,3479,4166,2749,2560,363,41,31,61,45,26
"81475",5475,1232,1289,1314,927,8863,920,5298,482,1085,31,38,32,27,32
"85698",7456,8116,8863,8505,6412,5553,6205,3909,3063,728,138,105,162,145,117
"106590",3168,7310,8837,7570,5745,5100,5445,3557,2681,678,136,106,163,117,108
"1632864",1102,7949,8804,8042,6247,3581,6461,2715,3142,443,222,159,210,188,194
"1909395",5486,8797,8247,8252,7351,6338,7442,4941,3245,702,88,87,173,126,75
"2843215",3642,8370,7842,7741,8007,7941,8795,6263,3318,672,107,113,294,155,78
"870903",8789,1978,2862,2517,1677,5461,1900,4900,867,348,56,51,83,55,96
"270351",3166,8010,8713,8309,6903,5537,7054,4212,3276,651,162,151,212,170,120
"53461",6687,8713,5987,5105,8294,8094,7436,7051,2732,436,54,41,208,124,78
"158500",4326,6476,7429,5903,4407,8680,3943,6859,2273,431,127,119,109,158,112
"215580",2090,8498,8678,7816,6077,4316,5651,2885,2662,522,82,73,125,76,82
"1675686",1749,7660,8661,7882,5959,3483,5546,2620,2742,496,128,131,151,124,90
"160791",4030,8284,8657,8026,6544,7176,5567,5393,2861,647,141,145,143,165,127
"1940610",2765,7748,8622,8494,6513,4884,6787,3648,3078,620,241,236,270,232,204
"32",1524,7200,8607,7790,5974,3345,6088,2568,2771,467,175,153,179,179,125
"1325100",4161,8019,8476,8541,6399,4786,8326,4093,3395,518,505,474,474,468,361
"119045",2818,7866,8536,7903,6790,5348,7151,4146,3257,600,195,222,245,220,173
"946334",4352,7206,6255,6503,6384,4942,8531,4156,2899,677,102,70,167,95,76
"2931390",6942,7565,5625,5321,7399,8530,6012,7021,2488,354,107,88,152,92,62
"2714952",2241,8529,8491,7056,5630,4806,5285,3208,2594,604,113,73,124,98,82
"75682",2933,7741,8519,7458,5682,4138,5037,3453,2715,607,172,129,161,148,154
"613",4031,8043,8487,8439,6319,5937,6173,3929,3037,799,173,167,185,177,150
"298654",5796,8474,7964,7805,7362,8407,7350,6526,3190,737,134,115,224,145,106
"335406",3152,7802,8452,8073,6215,5509,5613,4260,2746,607,174,159,177,154,140
"2898796",6302,6822,4960,4685,6891,8400,5324,7024,2321,302,84,98,141,95,72
"296591",2561,4681,8388,4468,3127,2588,2894,1622,1641,375,102,74,111,159,58
"149698",3121,7670,8378,6770,5978,5442,4656,5062,2482,715,102,121,137,101,106
"467094",1328,8373,6318,6328,6135,5779,6377,4469,2977,410,148,118,182,130,106
"543",3395,7382,8366,7828,5650,4454,5428,3331,3050,684,226,174,223,208,192
"44577",345,8349,1565,3039,1366,428,1096,386,706,28,11,6,20,6,11
"434008",2378,7682,8341,6948,5290,3618,5280,2515,2616,411,88,89,119,102,92
"89966",7355,8136,8317,7366,6096,4134,4944,3822,3126,497,185,181,203,170,173
"1333996",2093,6867,8312,8119,6107,4104,6491,3192,3215,404,389,353,286,319,316
"31",1120,6855,8288,7330,5933,2798,6069,2160,2829,404,168,135,218,170,131
"316",3369,7770,8287,7752,6158,5720,5715,3803,3426,812,170,158,187,185,149
"1836",5388,8276,7853,7735,7229,6837,6967,5136,2997,749,95,67,191,122,79
"44249",2629,7200,8274,7577,5909,3862,5702,2901,3315,546,172,145,209,154,179
"624315",4627,8248,7529,7739,6854,5888,7806,4397,3320,694,107,85,169,108,62
"2917724",6621,7115,5495,5213,6708,8237,5320,6433,2396,366,81,81,119,86,70
"240495",6276,8231,7376,7491,7411,6926,7502,5728,3036,627,74,82,222,107,74
"2303331",2482,7921,8227,7832,5403,5320,4863,3245,2443,573,247,231,165,193,160
"33886",8224,5403,4981,5208,4478,5413,4455,4203,2248,366,66,64,115,68,55
"2034",8206,7787,7229,7241,6643,7241,6411,5347,3098,550,108,75,172,108,76
"356302",2098,7729,8199,7660,5857,4158,5532,2900,2594,604,92,131,137,128,95
"1853130",257,8193,2486,1607,943,1890,1311,1049,622,132,11,4,12,14,16
"1575",8139,1994,1790,1924,1691,3302,1614,2627,888,174,22,26,59,36,26
"215691",5291,5009,4356,3514,3073,8129,2645,5242,1789,981,50,55,60,58,42
"1592106",8105,2889,4370,3744,2539,5737,2699,5135,1352,476,107,112,112,116,122
"2896849",3714,5998,6440,5073,3851,8100,3488,6259,1980,355,119,111,92,135,118
"290399",1980,3858,2661,1615,2444,8096,3172,7495,909,88,14,12,25,16,9
"182640",8067,5823,4942,4961,5079,6739,4790,5467,2159,392,68,74,213,123,83
"1842727",3199,6782,8066,6389,4932,3255,4532,2273,2197,385,127,85,136,158,116
"1605891",4254,5267,4778,4359,3662,8063,2985,5414,2594,1007,53,52,68,67,55
"287",4051,7680,8039,7454,5760,5476,5740,3870,2968,672,145,124,178,139,118
"2714942",2704,7835,7990,6728,5536,5375,4714,4464,2121,445,35,26,145,72,42
"255045",5949,7037,7783,7988,5885,5157,7761,4282,3295,546,585,597,528,562,483
"68895",3513,7164,7968,7325,5514,4239,5131,3025,2535,550,130,123,119,137,125
"281362",1134,3859,7961,3869,2846,1911,2601,1389,1368,321,82,75,64,80,105
"1679497",2257,6786,7959,6828,5652,5143,5183,3628,2838,502,133,115,183,136,115
"216778",5269,6322,5516,5224,4200,7959,3653,5163,2672,972,89,55,76,85,60
"662548",2075,7645,7933,6504,5043,3523,4910,2433,2481,375,101,56,105,111,65
"207745",2242,7131,7911,6539,5037,3574,5005,2528,2539,453,78,65,123,117,80
"114616",2941,7327,7909,7610,6346,4993,6726,3820,2867,609,170,138,232,151,128
"2219224",5614,7881,7506,7263,6767,6671,6770,5044,2821,731,92,61,181,118,76
"2795690",2436,7464,7860,7597,5785,4026,6668,3164,3266,527,368,356,260,362,265
"2763107",7847,3146,4820,4107,2879,5876,2974,4649,1380,559,88,61,150,127,131
"1707",4710,7827,6637,6220,7064,6107,6952,5046,7242,482,76,68,150,111,64
"125216",5199,5656,6028,5785,4892,7826,4757,5760,2214,883,126,99,134,101,108
"2709380",2585,6996,7810,7315,5508,5278,6407,4271,2986,650,266,229,233,229,177
"2509455",7799,7154,6008,6142,5632,5771,5684,4376,2851,504,85,59,132,92,62
"2898149",3704,6880,7773,7676,5812,4469,6871,3639,3047,486,432,342,388,354,284
"292",5247,7146,7772,7494,5708,4655,5517,3348,2530,592,105,100,149,88,97
"2819978",2426,6717,4882,4884,5962,4407,7717,3683,4531,289,46,29,90,55,38
"2911539",7699,2181,2321,2361,1668,7416,1518,4501,826,3048,64,50,45,68,62
"434009",2484,7145,7691,6232,5049,3234,4767,2240,2368,382,86,69,117,112,83
"288000",3904,6823,7688,7352,5629,4586,6698,3674,3232,544,335,374,340,345,284
"2804617",4060,7073,7685,6839,5829,5336,4285,4485,2045,404,56,46,183,88,64
"358",3440,6930,7675,7253,5523,5519,5640,4146,2977,647,246,232,208,254,193
"93944",4668,7658,7318,7297,6497,6168,6732,4584,2887,694,85,56,184,99,62
"1658665",1992,7420,7655,6877,5615,4097,5061,2750,2423,489,119,90,118,113,78
"155892",2256,6915,7654,7073,5730,4863,5046,3518,2662,497,210,159,215,165,139
"39689",2796,5564,4209,3502,5206,7652,4896,6777,2230,393,31,17,70,43,25
"2911538",7647,2274,2692,2514,1765,7356,1753,4598,887,4378,48,58,50,62,59
"103733",4191,7646,6995,7079,6517,5786,6261,4392,2832,599,81,65,152,100,80
"2202148",2606,6910,7634,7255,5804,4459,5590,3256,2739,599,154,132,168,149,146
"1866",3993,6703,5830,5953,5810,4608,7619,3871,2668,631,82,52,128,88,47
"83637",4002,6761,7271,7576,5706,4693,7386,3946,3069,521,483,421,423,447,365
"1993",5464,7575,6658,7149,6403,5993,6100,4602,3068,641,76,73,216,107,65
"43",1520,6604,7569,6895,5745,3006,6137,2393,2580,379,157,139,201,157,120
"2914710",1858,7559,7166,6516,5174,4678,4816,3189,2307,538,80,60,117,79,83
"1789672",2185,6416,4879,4767,6187,2590,7558,2327,2102,312,62,64,69,67,60
"3040509",4096,6555,5843,5961,5488,5042,7551,3954,2574,683,70,62,136,97,47
"2872154",6018,5710,3922,3703,5553,7545,4199,6212,1807,241,63,64,104,62,34
"3012344",4517,4655,5172,4957,4123,7544,3253,7483,1635,438,92,86,115,102,89
"642780",6615,6381,4690,4661,6481,7532,4564,6197,2074,350,52,63,107,60,48
"37919",5677,7524,6596,6237,6026,5755,5881,4697,2617,530,78,49,168,115,80
"290",7517,3539,4012,4109,3066,2781,3540,2310,1733,367,225,232,196,188,159
"2760705",6602,5923,4462,4148,6155,7511,4789,6280,2022,241,85,84,90,69,55
"1002689",7410,4784,7109,6269,4363,7510,4819,5918,2109,653,121,134,187,165,189
"204525",5684,5869,5911,5683,4984,7495,4897,5649,2114,859,90,88,141,110,69
"206389",1194,5864,7493,5994,4329,2665,4109,1924,2148,384,97,93,100,99,100
"3064531",938,6099,1363,1349,7484,1364,1470,1403,881,85,16,20,20,17,14
"2290922",6145,7474,7024,6531,5104,7127,4411,5366,2461,782,92,106,116,91,80
"1798224",4500,7471,6666,6767,6415,6010,6460,4442,3203,503,75,86,172,92,58
"404386",5080,7466,6745,6846,6134,6196,6384,4589,2815,625,89,70,164,102,77
"2675225",2561,7436,6229,6213,5675,5291,4001,4264,2313,340,105,65,107,119,83
"3064278",2532,6330,7422,5425,5628,3762,3900,3401,1952,485,72,66,87,84,67
"114615",3497,6595,7420,7055,5639,4490,6420,3545,3037,523,337,329,389,325,227
"115808",3414,6438,7405,7000,5535,4492,6415,3614,2981,539,363,300,313,280,270
"192",2793,6793,7403,7051,5609,4299,5664,3172,2562,546,156,111,177,169,158
"2488560",3116,6754,7398,6770,5003,3431,4771,2395,2355,470,112,94,127,111,109
"409290",1536,3617,2690,1608,2393,7386,3446,6757,925,94,6,13,28,17,12
"941907",2332,7383,7097,7019,6476,5514,4148,4418,1853,405,87,90,148,96,68
"2996826",5649,6414,4768,4523,6240,7358,4985,5919,2104,361,74,76,137,68,41
"31989",2877,7348,7196,6756,5691,4746,5613,3846,4085,527,215,216,215,194,184
"3036374",7343,4496,3591,3521,4233,5320,3725,4641,1662,272,70,70,95,68,46
"465721",1137,5456,7333,5479,4457,1858,4557,1485,2634,298,154,173,147,139,156
"457921",2238,7322,5878,4306,5199,5463,3225,5421,1737,494,63,64,79,69,52
"2650471",900,7314,6556,5990,4914,2910,5433,2375,2627,362,253,203,185,248,198
"413882",1876,7142,7313,6424,5049,3418,4826,2343,2344,512,75,71,123,90,75
"122358",3934,6627,5961,6243,5797,4620,7298,3828,2486,674,74,57,143,79,39
"2698682",4926,4228,3569,3232,2777,7296,2333,4779,1726,865,48,49,62,46,53
"419479",4616,7268,6491,6512,6246,5755,6127,4489,3083,543,62,56,152,94,55
"415229",3327,2343,2401,2052,1596,7249,1453,4565,1055,992,30,36,41,30,35
"1437009",1917,6749,7242,6994,5598,3972,5490,3061,2675,488,225,199,221,193,153
"2760089",5773,6577,4902,4544,6282,7232,5124,6023,2063,305,77,86,109,85,37
"2528021",572,7224,6664,6508,4812,2729,5587,2127,2965,300,383,252,219,226,266
"2742128",5244,7221,6253,6513,5973,5732,5934,4348,2796,635,85,81,210,107,51
"1219491",4447,7218,6572,6665,6096,5731,5786,4385,2749,662,92,72,166,96,64
"1710",3494,7205,6629,6644,6313,5269,6212,3960,3664,500,76,53,136,108,53
"283",3905,7200,6979,6167,4789,3790,4425,2622,2266,422,91,95,130,107,114
"84531",5190,6695,5978,5140,4241,7178,3639,4998,2304,887,92,59,95,76,43
"179636",3276,6700,7171,6267,4744,4150,4473,2824,2145,463,91,81,108,103,73
"42253",869,5654,7120,5753,4545,1815,4506,1324,2205,371,77,48,186,135,114
"2897332",5002,6836,7098,6778,5856,6816,5852,5259,2655,762,124,105,173,114,95
"29539",3418,5144,4676,4775,5091,7095,5109,5821,1795,442,64,62,189,72,58
"2013",4460,7093,6660,6586,6230,6088,5766,4431,3258,691,80,55,165,103,66
"223967",2732,6866,7091,6969,5713,5039,5746,3565,2585,601,157,131,173,152,109
"2026199",7082,4260,4872,4540,3446,4277,3321,3835,1580,450,86,112,132,117,82
"2928472",1986,6382,7075,6783,5309,3976,5442,3065,2709,478,164,147,156,171,114
"3002436",5873,4555,3777,3580,3940,7065,3569,6006,1644,355,63,58,153,82,55
"2202149",4250,6850,5293,3617,3296,7058,2957,4814,1955,779,52,37,61,48,39
"2528024",951,7057,6086,5697,4570,2957,5138,2188,2444,363,256,211,176,167,191
"2527983",786,7038,6975,6243,5162,3506,5609,2624,2656,392,217,154,151,178,149
"110319",5597,5420,3807,3424,5708,7027,3911,5887,1793,266,66,57,106,73,35
"1620215",1251,3779,4569,7015,2872,1952,2799,1287,1394,341,89,88,93,83,75
"2938948",4087,7012,6823,6321,5854,4422,3954,3721,1841,381,57,60,128,86,60
"1609758",2792,4400,5253,3691,2877,7003,2343,5647,1496,284,119,91,76,128,121
"1795631",2203,6331,6999,5667,4432,2861,4145,2156,2031,316,96,63,115,101,70
"2762611",4583,3809,3233,2901,2624,6998,2077,4836,1983,838,37,46,49,42,42
"717785",6998,3063,3556,3192,2451,5443,2924,5828,1375,276,199,193,157,158,136
"3039159",3726,6294,6992,6783,5085,4174,6291,3345,2910,489,429,395,493,467,366
"29448",4523,6307,6972,6965,5074,4408,6044,3399,2754,514,329,266,363,324,229
"135487",4067,6969,6063,6116,5477,5100,5292,3892,2502,568,81,72,130,90,57
"399",2542,5865,6960,6010,4708,4703,4806,3695,2576,465,192,179,160,196,155
"53359",3777,6960,6377,6270,5814,4833,6537,3880,2549,772,74,84,160,109,50
"408",2712,6574,6954,6794,5576,4905,5642,3455,2532,517,145,136,180,134,139
"1690220",3965,6884,4555,4333,6415,6948,5143,5448,4204,312,42,29,95,43,25
"36814",3925,6186,5712,5093,6303,6924,6543,6144,2825,479,47,30,112,57,38
"1865",3908,5586,4407,4671,4590,3861,6908,3226,2253,573,77,43,108,77,47
"748247",1357,5440,6886,5675,4235,2869,3967,1996,2004,429,102,69,111,84,87
"257708",4430,5357,5607,5681,4461,6868,4563,5086,1984,775,119,83,124,116,70
"3039386",2345,6538,6864,6349,5227,3943,4526,3029,2236,610,101,85,134,115,91
"29580",2610,6201,6863,6144,4888,4166,4337,3059,2126,629,117,102,149,124,123
"2775420",2025,6013,4646,4529,5830,2263,6848,2109,2012,265,67,54,100,63,54
"2714943",3364,5805,6843,5964,4545,4574,3787,3781,1701,383,52,58,148,98,50
"1484109",4306,3328,3845,3817,3035,6839,2851,4665,1464,798,81,79,100,78,74
"2899123",5140,6547,6828,6663,5524,6393,4459,5959,2293,483,148,116,138,130,118
"44255",3005,5845,6828,6562,5169,3858,5723,3173,2556,465,271,284,297,253,228
"3019553",1523,6825,6689,5857,4467,3847,4257,2482,2123,484,89,66,115,78,88
"639200",1580,6661,6807,5957,4675,4220,4624,2872,2080,579,81,69,106,80,68
"1867",3651,6214,5403,5408,5176,4253,6783,3259,2337,519,79,45,125,79,33
"28214",4648,5287,5962,5559,4639,6781,3695,6200,1916,505,146,110,121,164,121
"41",1282,6330,6765,6194,5592,2816,5806,3054,2355,374,270,271,281,261,137
"1868589",1863,6205,6763,6560,5287,3762,5389,2945,2536,481,176,215,179,183,159
"1391653",932,5342,6761,5683,4702,2509,4602,1838,2303,361,113,85,165,145,97
"2202825",2168,6705,6748,6643,5511,3816,6553,3063,2343,371,105,133,165,126,110
"535",2410,6185,6742,6317,4787,4397,4517,2983,2259,619,122,99,148,114,97
"2528009",1148,6281,6739,6355,4955,3096,5150,2341,2534,434,217,181,182,184,187
"1076124",3974,6725,6311,6250,5652,4519,6459,3740,2623,579,78,67,158,92,49
"2528964",2306,5838,6722,6461,4938,4163,5277,3271,2549,570,168,170,228,172,142
"2775403",1365,5745,6718,3703,3249,4026,3862,3249,1925,329,166,175,124,153,134
"165696",3247,5948,5791,4989,3621,6711,3124,5325,2015,336,128,116,96,152,117
"3040935",6527,2266,2743,2553,1959,6700,1860,4867,964,688,76,73,82,51,71
"2593653",1821,5914,6683,6055,4761,3216,4825,2476,2415,419,184,195,191,179,142
"1210884",819,6368,6681,5795,5197,3215,5456,2640,2369,319,197,135,159,163,134
"33877",6679,4133,2603,2760,2782,3675,2747,3000,1601,246,43,38,59,58,32
"113562",3723,6111,5093,5280,4911,3914,6678,3177,2263,561,84,63,129,73,60
"2681549",3252,6491,6645,6286,5296,5680,4281,4310,2137,534,104,91,138,131,84
"305",3166,6066,6644,6268,4846,3809,4408,2609,2128,490,109,98,129,110,85
"80865",3371,6194,6640,5926,4681,4433,4173,3067,2142,584,96,81,128,115,78
"2932773",4223,6639,6621,6625,5847,5395,5817,4096,2413,596,83,68,156,91,64
"304895",5037,6635,6368,6179,5677,6231,5414,4982,2484,647,84,76,154,87,77
"33050",2545,6632,5481,5336,4573,3753,3642,3026,1785,318,109,77,126,103,87
"2079793",2480,2930,2599,2441,2591,6626,2278,5540,1130,174,39,31,67,35,32
"871742",2091,5842,6622,5791,4891,3414,4100,2566,2057,597,88,83,114,93,79
"53358",5472,6121,4176,3945,5619,6621,4322,5974,3733,292,51,63,130,63,42
"2663857",5153,6012,4652,4400,5665,6619,4748,5303,1965,329,67,66,109,75,37
"397260",3285,6503,6601,6415,5238,5395,4225,4385,2224,473,124,113,127,136,112
"2681552",1818,5758,6597,5121,4040,3570,3645,2371,2048,443,74,58,118,120,71
"69277",2608,6236,6577,6264,4607,3834,5230,3121,3250,463,262,260,203,229,189
"2854170",2616,6301,6575,6066,5053,3774,4829,3104,3103,437,210,210,198,177,170
"1544730",6574,4319,3763,3699,3771,5971,3491,5022,1632,372,65,77,181,72,81
"447588",722,2764,6572,2949,2202,1475,2097,1038,1007,194,48,52,50,61,82
"2802641",5179,6548,6171,6099,5646,6178,5494,4789,2396,607,95,71,152,101,68
"398053",1345,623,1019,683,522,6544,754,6313,324,436,59,24,33,49,80
"1306519",119,1110,6533,316,358,154,168,120,256,24,6,7,13,18,18
"1597781",1771,6512,6507,5952,4676,3617,4418,2583,2078,471,89,73,88,94,75
"1817",4665,6512,5671,5448,5298,5782,5040,4469,2683,484,84,77,148,106,77
"2772401",1754,3901,2227,2033,3675,6510,2668,5836,872,89,13,18,33,18,19
"96344",2343,5910,6501,5919,4497,3552,4250,2480,2047,468,82,68,108,99,75
"2591108",4396,6498,5807,6001,5482,5092,5257,3907,2524,550,74,58,203,99,51
"2735433",6474,2023,2326,2014,1505,1388,1497,1165,716,154,42,44,46,29,45
"2969247",2443,2942,2446,2113,2474,6469,2198,5190,1164,186,26,31,59,30,14
"2992573",4160,6205,5680,5133,4368,6468,3616,4413,2312,847,88,73,81,86,58
